FID,RowID_,stratum,lcode,sdate,utm_e,utm_n,snag,NEAR_FID,NEAR_DIST
5832,259032,MCB-U,D32.RS,8/2/2004 0:00:00,783050,4500300,0,24101,63.207691450299997
5833,259053,BWC-S,D20.RS,6/15/1995 0:00:00,742620,4306935,1,1847,0.000000000000000
5834,259070,MCB-U,D12.RS,9/18/2013 0:00:00,717600,4431999,0,25401,40.786280899700003
5835,259168,BWC-S,D20.RS,10/28/2005 0:00:00,734570,4311035,1,1691,0.000000000000000
5836,259222,MCB-U,D12.RS,9/9/1998 0:00:00,762500,4482350,0,24054,6.890370910990000
5837,259279,BWC-S,D20.RS,10/15/2003 0:00:00,741770,4307535,1,1107,33.802945117500002
5838,259333,MCB-U,D27.RS,10/15/2004 0:00:00,710900,4424200,1,22471,25.807806195700000
5839,259354,BWC-S,F8A.RS,8/21/1997 0:00:00,783750,4497950,1,26741,29.953862033499998
5840,259484,BWC-S,F7A.RS,10/25/2010 0:00:00,738670,4309435,1,1194,30.565612031899999
5841,259489,SCB,D6.RS,9/20/2007 0:00:00,807545,4167090,0,7270,205.355658691000000
5842,259490,BWC-S,D25.RS,10/14/2003 0:00:00,720500,4435950,0,24734,98.456245559500005
5843,259509,MCB-U,D3.RS,7/1/2016 0:00:00,739020,4310135,1,1681,64.996584832400004
5844,259545,BWC-S,D24.RS,6/26/2008 0:00:00,759650,4480700,1,26727,248.479934353999990
5845,259591,MCB-U,D3.RS,10/19/2004 0:00:00,738920,4310185,1,1681,73.231791328499995
5846,259665,MCB-U,D34.RS,10/30/2002 0:00:00,711500,4425600,1,22177,27.893719733899999
5847,259680,MCB-U,D11.RS,9/4/2012 0:00:00,723600,4444100,0,22605,30.229516558099998
5848,259697,SCB,D12.RS,6/16/2008 0:00:00,741300,4452050,1,22675,12.072552287900001
5849,259805,MCB-U,D2.RS,8/20/2015 0:00:00,775200,4493850,0,24083,30.742749486800001
5850,259835,BWC-S,D30.RS,9/24/2015 0:00:00,733450,4444700,0,25106,54.893250378099999
5851,259836,BWC-S,F78A.RS,8/22/2017 0:00:00,759600,4482050,0,22422,45.121100952799999
5852,259902,MCB-U,D14.RS,6/21/1999 0:00:00,719250,4436100,1,21963,19.474345123399999
5853,259956,SCB,D36.RS,9/16/2010 0:00:00,738400,4449000,1,26665,18.640334740600000
5854,260017,BWC-S,F396A.RS,8/15/1997 0:00:00,719600,4433250,0,26724,4.502059732580000
5855,260115,MCB-U,D1.RS,6/26/2009 0:00:00,741470,4308735,0,1167,28.680674906000000
5856,260140,MCB-U,D4.RS,7/30/2009 0:00:00,816845,4116740,1,5810,107.511498166000000
5857,260154,MCB-U,D11.RS,9/16/2014 0:00:00,736750,4447850,1,22658,41.802193183200004
5858,260189,BWC-S,F13A.RS,7/14/2003 0:00:00,699820,4319235,0,1345,24.407417088900001
5859,260221,SCB,I113.0T,8/16/2006 0:00:00,743494,4454903,1,23085,14.125612611799999
5860,260278,IMP-S,D23.RS,10/4/1994 0:00:00,744470,4306485,0,1634,88.458224082699999
5861,260289,BWC-S,D20.RS,7/9/2014 0:00:00,742370,4307185,0,1422,0.000000000000000
5862,260290,SCB,D8.RS,6/19/2000 0:00:00,807595,4167540,0,5960,143.618046665000010
5863,260318,SCB,D18.RS,8/10/1998 0:00:00,717300,4431700,1,22189,18.534876722300002
5864,260367,MCB-U,D3.RS,9/9/2003 0:00:00,731520,4311935,0,2657,43.095392289800003
5865,260368,MCB-U,D29.RS,6/16/2004 0:00:00,739150,4452800,1,23081,47.740120793199999
5866,260396,SCB,D26.RS,10/25/1995 0:00:00,739900,4449750,0,22259,14.505218816599999
5867,260529,MCB-U,D2.RS,9/26/2017 0:00:00,743070,4308585,0,1185,52.666337966500002
5868,260544,MCB-U,B21A.RS,8/29/2012 0:00:00,822545,4109690,0,5325,8.751295966820001
5869,260584,MCB-U,D3.RS,7/28/2003 0:00:00,742950,4456000,1,23092,38.000936707000001
5870,260663,MCB-U,D2.RS,9/30/2010 0:00:00,736620,4312135,1,1900,33.630493683899999
5871,260732,MCB-U,D29.RS,7/14/2000 0:00:00,722800,4442050,1,22586,77.918752299499999
5872,260782,BWC-S,D30.RS,8/8/1997 0:00:00,739550,4448500,0,22255,17.621099193199999
5873,260857,SCB,C9A.RS,6/22/2007 0:00:00,715200,4430900,1,22496,111.820117721000000
5874,260883,SCB,D23.RS,8/29/1997 0:00:00,715700,4431000,1,22496,52.607357140200001
5875,260901,MCB-U,D7.RS,9/30/1999 0:00:00,744320,4307385,0,2385,286.434889687000010
5876,260989,BWC-S,D31.RS,8/29/2012 0:00:00,756000,4474950,0,25432,59.578260486200001
5877,261005,SCB,D14.RS,7/26/2013 0:00:00,819995,4115140,0,5804,127.784693692999990
5878,261029,SCB,D12.RS,8/26/2010 0:00:00,822695,4105790,0,7608,90.464240282899993
5879,261030,MCB-U,D2.RS,7/24/2001 0:00:00,715970,4310635,0,1256,36.019099960100000
5880,261075,SCB,81950.11615,10/19/1995 0:00:00,819495,4116140,1,7623,72.967276830599999
5881,261170,BWC-S,D1.RS,6/16/1997 0:00:00,758350,4476750,0,21335,30.529365169700000
5882,261171,BWC-S,F30A.RS,7/14/1994 0:00:00,739320,4309335,1,1664,48.503819305699999
5883,261374,SCB,D10.RS,7/9/2015 0:00:00,807295,4167040,1,7562,33.238413828600002
5884,261391,IMP-S,D22.RS,8/15/2002 0:00:00,746620,4305335,0,1059,35.270094521499999
5885,261467,SCB,D13.RS,9/21/2009 0:00:00,716270,4308785,1,1870,38.809739702199998
5886,261484,BWC-S,D20.RS,10/14/2009 0:00:00,730250,4445950,0,24846,107.281051820000000
5887,261485,MCB-U,D32.RS,6/18/2007 0:00:00,785050,4502650,0,26741,73.180295955800005
5888,261516,SCB,I113.0T,8/4/1998 0:00:00,743494,4454903,1,23085,14.125612611799999
5889,261580,BWC-S,D1.RS,6/24/1999 0:00:00,759350,4476950,1,24024,35.745042983700003
5890,261670,SCB,D23.RS,8/31/1995 0:00:00,741350,4452300,1,23079,23.769414244899998
5891,261714,MCB-U,D32.RS,8/6/2008 0:00:00,762200,4481650,0,24046,52.831371767999997
5892,261745,SCB,D22.RS,9/10/1999 0:00:00,716200,4431100,1,22185,8.007909248350000
5893,261786,SCB,D34.RS,8/6/2001 0:00:00,738900,4449550,1,23079,23.502507582200000
5894,261820,SCB,D16.RS,8/10/2011 0:00:00,743650,4456050,0,23957,4.805390293640000
5895,261862,MCB-U,D6.RS,10/26/2015 0:00:00,739400,4452850,0,24159,53.629658898099997
5896,261935,SCB,D9.RS,10/6/2016 0:00:00,817745,4141540,0,5612,30.798766178200001
5897,261949,TWZ,I80.0,8/31/2000 0:00:00,710889,4423794,0,26475,48.417738745199998
5898,261979,SCB,C2A.RS,10/4/2006 0:00:00,809095,4131840,0,4658,80.347326734299997
5899,262057,BWC-S,D7.RS,6/16/1995 0:00:00,783550,4499400,0,26765,0.000000000000000
5900,262058,SCB,D14.RS,8/24/2007 0:00:00,716170,4308635,1,1870,18.476625217700001
5901,262110,SCB,D14.RS,9/29/2010 0:00:00,716820,4309735,1,1894,148.100966886000010
5902,262130,MCB-U,B9A.RS,9/11/2009 0:00:00,815345,4147590,0,5620,40.638610272900003
5903,262139,MCB-U,D29.RS,6/21/2007 0:00:00,750450,4471050,1,24897,69.474781337500005
5904,262154,MCB-U,D8.RS,10/15/2003 0:00:00,746720,4305735,0,1059,34.469563205900002
5905,262165,SCB,81910.1168,7/26/1996 0:00:00,819095,4116790,1,4980,0.000000000000000
5906,262200,MCB-U,D18.RS,10/25/2000 0:00:00,745120,4306835,0,1631,276.453095491999990
5907,262220,SCB,D17.RS,10/6/2006 0:00:00,741250,4450750,1,22675,9.209541839090001
5908,262271,BWC-S,D30.RS,10/15/2010 0:00:00,745450,4457650,1,21690,20.957111815099999
5909,262274,SCB,C136A.RS,10/11/2005 0:00:00,820695,4113440,1,5801,140.815223048000010
5910,262334,BWC-S,F168A.RS,9/23/2010 0:00:00,722500,4438700,1,24750,49.567940740799997
5911,262368,BWC-S,D23.RS,9/8/2000 0:00:00,721020,4314435,0,1924,17.238352223500002
5912,262369,MCB-W,M232.9E,7/29/2013 0:00:00,705804,4307765,0,2891,62.128714700200000
5913,262370,BWC-S,D32.RS,7/22/2016 0:00:00,731550,4446250,0,24641,48.677640392900003
5914,262371,MCB-U,D2.RS,7/13/1993 0:00:00,718625,4432625,0,26631,27.312338467000000
5915,262392,BWC-S,F112A.RS,9/30/2003 0:00:00,737150,4445650,1,23041,12.780528627100001
5916,262423,MCB-U,D4.RS,8/6/2004 0:00:00,733820,4311285,1,1698,26.190439620100001
5917,262459,BWC-S,D19.RS,6/18/2010 0:00:00,736420,4312335,1,1900,31.082603815300001
5918,262472,SCB,D10.RS,9/14/2001 0:00:00,750550,4468350,1,25170,10.268187214699999
5919,262527,SCB,D5.RS,7/2/2004 0:00:00,816695,4118290,0,8234,140.860385573000000
5920,262555,SCB,C133A.RS,7/16/2010 0:00:00,820545,4114440,1,5802,4.462268183710000
5921,262560,MCB-U,D5.RS,8/11/2008 0:00:00,728820,4314285,0,2556,19.767922722100000
5922,262589,MCB-U,D4.RS,8/10/2007 0:00:00,740650,4454200,0,22265,24.908232707300002
5923,262599,BWC-S,F169A.RS,9/8/2015 0:00:00,745900,4458800,1,25779,8.791042846120000
5924,262644,IMP-S,D24.RS,8/24/2017 0:00:00,745970,4305435,0,2554,16.922772072699999
5925,262715,MCB-U,D3.RS,10/14/1998 0:00:00,716070,4310785,0,1256,28.671267384800000
5926,262749,MCB-U,D1.RS,6/24/2014 0:00:00,700670,4318585,1,1342,20.987861591600002
5927,262762,SCB,D22.RS,7/31/2014 0:00:00,722800,4441500,1,23012,5.501336570150000
5928,262830,BWC-S,D30.RS,9/27/2013 0:00:00,731800,4445049,0,22389,16.125860112400002
5929,262832,SCB,D13.RS,8/6/2004 0:00:00,733670,4312285,1,1897,209.958061163999990
5930,262873,BWC-S,F221A.RS,10/14/2003 0:00:00,719700,4433350,1,21568,31.047339090000001
5931,262916,BWC-S,F304A.RS,8/28/2015 0:00:00,722500,4438650,0,24750,24.141248762600000
5932,262991,TRI,HD00.9M,9/13/2006 0:00:00,808024,4127458,1,5847,35.484466631899998
5933,263050,BWC-S,D27.RS,8/10/2011 0:00:00,745900,4458150,0,24435,33.526110483799997
5934,263148,SCB,D7.RS,8/9/2001 0:00:00,715000,4430750,1,22496,0.180993322625000
5935,263176,SCB,D20.RS,8/1/1995 0:00:00,749850,4467100,1,25168,59.163897677800001
5936,263210,SCB,D14.RS,9/27/2016 0:00:00,818295,4117590,1,4980,52.785969183100001
5937,263242,SCB,D22.RS,8/17/2012 0:00:00,716200,4431100,1,22185,8.007909248350000
5938,263274,BWC-S,F71A.RS,8/11/2005 0:00:00,756450,4475800,1,24012,16.303345432400000
5939,263368,SCB,D14.RS,6/15/2007 0:00:00,718270,4312635,1,2582,38.287516578800002
5940,263374,MCB-U,D5.RS,8/26/1996 0:00:00,742370,4307585,1,2674,18.166105271700001
5941,263536,BWC-S,F408A.RS,10/26/2000 0:00:00,746050,4458300,0,24435,11.902518715199999
5942,263603,SCB,I113.0Tb,7/11/2011 0:00:00,743494,4454903,1,23085,14.125612611799999
5943,263644,SCB,D14.RS,9/2/1998 0:00:00,709620,4304935,0,2570,193.024073060000010
5944,263729,BWC-S,D15.RS,7/10/1997 0:00:00,738170,4309435,1,1665,3.819872586660000
5945,263767,SCB,D11.RS,7/15/2010 0:00:00,811145,4129090,0,4994,67.702287295700003
5946,263768,MCB-U,D8.RS,7/28/2011 0:00:00,821695,4112190,0,8230,125.434448316000000
5947,263769,BWC-S,D29.RS,10/24/2002 0:00:00,761950,4484100,0,21352,161.984934520000000
5948,263770,SCB,I113.0T,8/4/1995 0:00:00,743494,4454903,1,23085,14.125612611799999
5949,263857,MCB-U,D6.RS,6/17/2004 0:00:00,744470,4307035,1,1551,177.328544945000000
5950,263884,BWC-S,D22.RS,8/9/2010 0:00:00,723100,4440150,0,24764,41.143457084600001
5951,263938,IMP-S,D21.RS,8/24/2017 0:00:00,744620,4306435,0,1634,56.100831432100001
5952,264002,BWC-S,D25.RS,8/3/2009 0:00:00,783650,4500050,0,26765,0.000000000000000
5953,264020,BWC-S,D4.RS,6/16/1997 0:00:00,783350,4499600,1,24961,0.000000000000000
5954,264038,BWC-S,D18.RS,8/11/2017 0:00:00,735920,4312435,0,1900,15.297637738500001
5955,264039,BWC-S,F80A.RS,6/29/2007 0:00:00,751100,4469000,0,24439,0.147841421521000
5956,264165,BWC-S,D29.RS,10/4/2001 0:00:00,712850,4427400,1,22471,13.835209883099999
5957,264360,MCB-U,D9.RS,9/3/2014 0:00:00,740450,4453600,0,26685,45.486474524899997
5958,264387,BWC-S,D26.RS,7/23/2012 0:00:00,760550,4479200,0,25200,34.412737179099999
5959,264388,MCB-W,M219.8E,8/12/2011 0:00:00,720101,4314977,0,1936,16.279690098900002
5960,264428,SCB,D12.RS,7/3/2008 0:00:00,713720,4306635,0,3196,38.269179651300000
5961,264516,SCB,D11.RS,8/8/2007 0:00:00,743400,4453200,1,22263,24.591101060400000
5962,264543,BWC-S,F36A.RS,7/15/1994 0:00:00,739620,4309185,1,1194,17.867079670700001
5963,264579,BWC-S,D15.RS,7/14/2015 0:00:00,721420,4314685,1,1321,11.548052853500000
5964,264593,SCB,D13.RS,7/26/2013 0:00:00,819545,4115890,0,4976,75.687993666799997
5965,264609,SCB,D10.RS,6/20/2003 0:00:00,766100,4489900,0,22807,57.512217343600000
5966,264630,BWC-S,D11.RS,10/31/2000 0:00:00,731220,4311785,0,1895,9.900912124940000
5967,264675,MCB-W,M227.5W,7/30/2001 0:00:00,712905,4304950,0,2569,42.303127248599999
5968,264722,TRI,HD00.9M,7/3/2007 0:00:00,808024,4127458,1,5847,35.484466631899998
5969,264883,SCB,80960.1308,9/26/1997 0:00:00,809595,4130790,0,5572,127.287814333000000
5970,264884,SCB,I113.0T,8/3/2004 0:00:00,743494,4454903,1,23085,14.125612611799999
5971,265035,SCB,D18.RS,7/25/1997 0:00:00,715300,4431000,1,22496,175.575515247999990
5972,265067,SCB,D9.RS,8/11/2016 0:00:00,807545,4167990,0,7562,140.142764731999990
5973,265085,BWC-S,D25.RS,9/2/2011 0:00:00,761900,4479450,0,26722,68.655486491999994
5974,265086,MCB-U,D30.RS,9/17/2001 0:00:00,782900,4497900,0,24099,50.363564796299997
5975,265167,BWC-S,D33.RS,7/5/2011 0:00:00,727950,4445350,0,23887,34.316725112299999
5976,265172,SCB,D22.RS,8/17/2011 0:00:00,715550,4430950,0,22496,54.263394896400001
5977,265208,BWC-S,D20.RS,10/29/2002 0:00:00,721120,4314485,0,1924,51.582371326500002
5978,265351,MCB-U,D7.RS,8/4/1999 0:00:00,746570,4306385,1,2427,171.924390018999990
5979,265422,IMP-S,D21.RS,8/10/2004 0:00:00,744270,4306485,0,1634,46.806687836700000
5980,265423,IMP-S,D21.RS,8/7/1997 0:00:00,743820,4306585,0,2554,0.000000000000000
5981,265540,IMP-S,D23.RS,8/24/2017 0:00:00,745870,4305535,0,2554,44.661954852199997
5982,265625,MCB-U,D6.RS,6/26/2017 0:00:00,705920,4306985,1,1848,389.943718343999990
5983,265634,BWC-S,D27.RS,10/17/2013 0:00:00,759600,4478900,0,25200,33.950297130099997
5984,265635,MCB-U,D12.RS,8/17/2015 0:00:00,718550,4432550,0,26631,3.677261002940000
5985,265731,BWC-S,D30.RS,10/15/2012 0:00:00,761200,4478400,0,23668,25.206502107599999
5986,265732,BWC-S,D18.RS,8/29/2007 0:00:00,726870,4313785,1,1919,19.724795108900000
5987,265797,SCB,D33.RS,8/6/2001 0:00:00,743450,4453500,0,22683,25.097394412400000
5988,265842,MCB-U,D32.RS,6/20/2008 0:00:00,721750,4439000,1,23833,72.560845814800004
5989,265872,SCB,D7.RS,9/11/2008 0:00:00,817895,4117940,0,7626,49.277411100400002
5990,265917,BWC-S,D12.RS,10/28/2009 0:00:00,736120,4310885,0,2653,0.000000000000000
5991,265918,BWC-S,D15.RS,7/16/1999 0:00:00,737820,4309535,1,2680,0.000000000000000
5992,265954,SCB,C124A.RS,8/10/2006 0:00:00,808945,4131590,1,5864,72.190495688100000
5993,265955,MCB-U,80790.1696,8/28/1997 0:00:00,807895,4169590,1,5962,72.366372292199998
5994,266006,MCB-U,D6.RS,7/5/2007 0:00:00,704270,4309085,0,1868,22.123962483200000
5995,266061,MCB-U,B21A.RS,7/30/2007 0:00:00,820245,4113590,1,5341,23.539144576500000
5996,266085,BWC-S,F3A.RS,7/16/1999 0:00:00,738270,4309435,1,1194,22.849663119100001
5997,266116,SCB,81060.1295,10/13/1995 0:00:00,810551,4129519,0,5859,132.961486846000010
5998,266130,BWC-S,D28.RS,10/10/1997 0:00:00,751200,4469700,0,25178,48.049246384000000
5999,266131,SCB,C18A.RS,8/27/2013 0:00:00,749750,4466950,0,22278,54.252661654800001
6000,266171,IMP-S,D21.RS,10/15/1997 0:00:00,744220,4306435,1,1634,46.928268244400002
6001,266276,BWC-S,F137A.RS,8/26/2016 0:00:00,757550,4476300,0,22297,11.953900897900001
6002,266280,SCB,D10.RS,10/13/2017 0:00:00,815845,4144290,1,5907,0.000000000000000
6003,266308,SCB,81990.11545,11/7/1997 0:00:00,819895,4115440,0,5343,156.437628905000000
6004,266309,MCB-U,D7.RS,9/2/2004 0:00:00,701170,4315335,0,1931,66.733829246100001
6005,266351,BWC-S,D16.RS,6/22/2017 0:00:00,731170,4311935,0,1514,0.000000000000000
6006,266352,MCB-U,D8.RS,9/24/2014 0:00:00,741500,4455600,0,24431,34.896179354099999
6007,266390,SCB,D11.RS,7/17/2009 0:00:00,810145,4129790,1,8326,154.335642011000000
6008,266413,SCB,D8.RS,6/18/2010 0:00:00,807845,4168490,1,7646,276.325654509999990
6009,266414,MCB-U,D2.RS,7/12/1999 0:00:00,812245,4137590,1,5881,47.858641188699998
6010,266438,IMP-S,H2A.RS,7/27/2004 0:00:00,744070,4306535,0,2554,174.841375527999990
6011,266467,MCB-U,D12.RS,10/2/2017 0:00:00,730800,4447450,1,23753,50.950472560900003
6012,266524,BWC-S,F78A.RS,8/19/2010 0:00:00,739350,4448800,1,22664,16.997054304900001
6013,266588,MCB-U,D2.RS,10/21/1998 0:00:00,813695,4126640,1,3565,31.880227058999999
6014,266594,BWC-S,F8A.RS,10/30/2007 0:00:00,740270,4309085,1,2554,13.612535311800000
6015,266691,MCB-U,D1.RS,6/17/2004 0:00:00,763800,4485850,1,23187,19.940478094200000
6016,266713,IMP-S,D24.RS,7/2/2003 0:00:00,745070,4305785,0,1024,64.498352868900000
6017,266734,BWC-S,D25.RS,8/23/2007 0:00:00,783100,4499350,0,24959,0.000000000000000
6018,266735,SCB,D15.RS,8/15/2013 0:00:00,819045,4116790,0,8233,18.774540264999999
6019,266750,BWC-S,F190A.RS,8/29/1996 0:00:00,756750,4476250,1,22124,17.890910527199999
6020,266778,MCB-U,D1.RS,9/5/2001 0:00:00,807445,4164650,0,5666,64.052787826799999
6021,266815,BWC-S,D31.RS,10/23/2002 0:00:00,731450,4443900,0,24483,126.152356608000010
6022,266816,SCB,D24.RS,7/21/2016 0:00:00,714550,4430750,1,22496,79.125279637299997
6023,266866,BWC-S,D25.RS,8/4/2004 0:00:00,759450,4482250,0,24929,38.871328066799997
6024,267017,SCB,D11.RS,10/17/2000 0:00:00,743300,4453050,1,26634,31.277507149400002
6025,267049,BWC-S,D4.RS,6/18/1999 0:00:00,783500,4500150,1,24961,0.000000000000000
6026,267067,SCB,D8.RS,8/28/2001 0:00:00,709420,4305035,1,2570,157.655058489999990
6027,267086,MCB-U,D2.RS,6/15/2012 0:00:00,779000,4494750,0,24093,49.886977689900000
6028,267099,SCB,D11.RS,8/2/1999 0:00:00,729370,4312685,1,1288,123.629277837000000
6029,267182,SCB,D4.RS,10/26/2000 0:00:00,703470,4311035,1,1896,81.577290002599995
6030,267236,MCB-U,81765.11635,8/8/1997 0:00:00,817645,4116340,1,5349,58.490913221400000
6031,267248,BWC-S,D17.RS,9/17/2001 0:00:00,736320,4312435,0,1807,25.421105858400001
6032,267273,SCB,D18.RS,6/20/2013 0:00:00,743600,4455750,1,23957,6.695297299730000
6033,267296,MCB-U,D33.RS,8/9/2004 0:00:00,716800,4431700,0,22191,64.537727043800004
6034,267347,IMP-S,H18A.RS,7/21/2016 0:00:00,744520,4305935,0,1949,55.459352496999998
6035,267363,BWC-S,F103A.RS,10/23/2000 0:00:00,739000,4447550,1,22664,15.524706325700000
6036,267458,MCB-U,D4.RS,6/22/2007 0:00:00,721300,4438900,1,22571,34.727867901000003
6037,267502,BWC-S,F139A.RS,10/15/2012 0:00:00,755500,4474700,1,23158,7.181905647710000
6038,267509,SCB,D9.RS,8/10/2007 0:00:00,749150,4466250,0,23972,0.000000000000000
6039,267537,MCB-U,D8.RS,9/30/2013 0:00:00,823245,4104240,0,7603,26.390012444100002
6040,267589,MCB-U,D1.RS,9/3/2010 0:00:00,810045,4156390,1,5645,87.887960208999999
6041,267614,SCB,D10.RS,8/19/2003 0:00:00,807395,4167190,0,7562,109.382024164000000
6042,267615,MCB-U,D7.RS,6/16/2016 0:00:00,712570,4305685,1,3196,13.215497847000000
6043,267663,MCB-U,D1.RS,10/7/2010 0:00:00,810545,4155090,1,5944,31.970586716200000
6044,267675,BWC-S,D30.RS,8/24/1995 0:00:00,751100,4469500,0,25178,62.550858318099998
6045,267676,IMP-S,D21.RS,6/30/2017 0:00:00,743770,4306535,0,2554,4.210749507680000
6046,267796,SCB,D25.RS,6/26/1997 0:00:00,743450,4453750,1,22683,0.000000000000000
6047,267831,SCB,D20.RS,9/25/2017 0:00:00,740850,4450050,0,24154,31.366227132300001
6048,267839,BWC-S,D25.RS,6/15/2004 0:00:00,732150,4443750,0,25594,16.706500341400002
6049,267879,SCB,D11.RS,8/13/2002 0:00:00,715900,4431100,1,25313,13.545446020200000
6050,268190,BWC-S,F169A.RS,9/27/2013 0:00:00,745800,4458050,0,24435,45.696120276000002
6051,268328,BWC-S,D18.RS,10/9/2012 0:00:00,736670,4310235,0,1434,17.586421471000001
6052,268335,BWC-S,D25.RS,9/24/2009 0:00:00,712700,4428800,1,22496,36.353616658900002
6053,268396,SCB,I113.0T,8/22/2000 0:00:00,743494,4454903,1,23085,14.125612611799999
6054,268455,MCB-U,M070.2A,10/21/2005 0:00:00,809550,4155709,0,5942,35.707353797099998
6055,268497,BWC-S,F358A.RS,9/21/2015 0:00:00,719100,4433050,0,25008,12.851955215100000
6056,268554,SCB,81100.12885,8/23/1996 0:00:00,810995,4128840,NA,5857,188.835742458000000
6057,268652,BWC-S,D35.RS,9/4/2012 0:00:00,729500,4444250,0,21326,66.670069528599996
6058,268653,BWC-S,F164A.RS,10/13/1995 0:00:00,722850,4439250,1,24449,28.967261175600001
6059,268758,MCB-W,M219.5E,7/13/2000 0:00:00,720516,4315210,0,2585,4.589092816580000
6060,268776,MCB-U,D14.RS,6/26/1997 0:00:00,740350,4453450,1,26685,44.472652749100000
6061,268797,MCB-U,D6.RS,10/4/1994 0:00:00,743870,4308085,0,1185,14.619436618200000
6062,268807,TRI,HD00.9M,10/31/2003 0:00:00,808024,4127458,0,5847,35.484466631899998
6063,268965,SCB,D35.RS,9/21/2004 0:00:00,741600,4452550,1,22675,41.197812126700001
6064,268985,SCB,D21.RS,10/9/2012 0:00:00,715900,4431100,0,25313,13.545446020200000
6065,269027,MCB-U,D1.RS,8/19/2003 0:00:00,807945,4166890,0,5469,98.336020129500000
6066,269063,SCB,D13.RS,9/24/2012 0:00:00,767300,4490900,0,24559,14.176621518599999
6067,269064,BWC-S,D18.RS,6/26/1998 0:00:00,739920,4309235,1,1690,25.740263943900000
6068,269097,SCB,D5.RS,9/14/2005 0:00:00,819995,4115090,0,5804,104.914341893000000
6069,269098,SCB,D24.RS,7/12/2017 0:00:00,715950,4431050,1,22496,25.547085224200000
6070,269131,SCB,D10.RS,6/23/2014 0:00:00,718320,4311635,0,1296,9.981171082670000
6071,269158,BWC-S,D17.RS,7/11/2007 0:00:00,729320,4313285,1,1909,9.426250765950000
6072,269181,BWC-S,D18.RS,6/17/2010 0:00:00,757400,4476300,1,22297,18.325600000100000
6073,269204,BWC-S,D20.RS,8/27/1998 0:00:00,742370,4307235,0,1648,0.000000000000000
6074,269205,SCB,80745.168,7/9/1997 0:00:00,807399,4167983,1,7562,0.000000000000000
6075,269254,SCB,D11.RS,6/29/1994 0:00:00,718870,4314935,1,1930,62.575461903600001
6076,269338,MCB-U,D3.RS,6/17/1998 0:00:00,716520,4311235,0,1570,33.004722494399999
6077,269339,BWC-S,F94A.RS,6/15/2007 0:00:00,739150,4447800,1,22664,0.000000000000000
6078,269392,MCB-U,D2.RS,6/26/2009 0:00:00,742270,4307685,0,2674,1.393194073790000
6079,269411,SCB,D19.RS,6/15/2017 0:00:00,743400,4453250,1,23092,31.820555015800000
6080,269416,MCB-U,D4.RS,9/11/2009 0:00:00,815695,4146990,0,7635,80.727442945000007
6081,269417,SCB,D10.RS,10/11/2006 0:00:00,717670,4311685,0,1894,20.286391759099999
6082,269467,SCB,D21.RS,8/15/1997 0:00:00,716450,4431300,1,22500,44.736666168500001
6083,269514,BWC-S,F300A.RS,9/6/2017 0:00:00,722650,4438850,1,22368,50.686783294000001
6084,269567,IMP-S,D23.RS,6/18/2007 0:00:00,746670,4305385,1,1059,19.566052585300000
6085,269613,SCB,D14.RS,7/10/2003 0:00:00,741250,4450950,1,23079,7.653337767700000
6086,269903,BWC-S,F34A.RS,8/22/2013 0:00:00,738220,4309435,1,1194,4.491982656470000
6087,269936,MCB-U,D33.RS,7/7/2000 0:00:00,748300,4463350,1,24167,33.662278578299997
6088,269974,MCB-U,D6.RS,7/9/2014 0:00:00,814945,4121240,0,5831,84.755330482199994
6089,270063,SCB,C32A.RS,8/3/2011 0:00:00,743450,4453400,0,22683,31.376064945100001
6090,270102,BWC-S,D24.RS,8/9/2004 0:00:00,719600,4433650,0,22882,46.249539177400003
6091,270103,SCB,D16.RS,9/26/2005 0:00:00,749650,4466750,0,22278,54.361425515000001
6092,270165,SCB,D11.RS,6/20/2017 0:00:00,817395,4142890,1,5906,52.020739522000000
6093,270182,MCB-U,D1.RS,10/25/2006 0:00:00,730720,4312135,1,2694,0.000000000000000
6094,270221,BWC-S,D35.RS,10/17/1997 0:00:00,716200,4431000,1,26470,6.972797206730000
6095,270233,MCB-U,D4.RS,8/3/2010 0:00:00,749200,4466650,0,23972,26.895753524800000
6096,270261,MCB-U,D5.RS,6/25/1999 0:00:00,712620,4305635,1,3196,81.621562482499996
6097,270303,SCB,D13.RS,8/1/2005 0:00:00,768400,4491600,0,24952,19.055277988499999
6098,270342,TWZ,I80.0,6/28/1996 0:00:00,710889,4423794,1,26475,48.417738745199998
6099,270362,BWC-S,D23.RS,10/5/2001 0:00:00,751100,4469550,0,25178,34.777480867199998
6100,270363,MCB-U,D1.RS,8/10/2007 0:00:00,815595,4148690,0,5918,53.235136446100000
6101,270388,MCB-U,D33.RS,8/1/2002 0:00:00,742350,4455900,0,23092,40.138424407999999
6102,270411,SCB,D9.RS,7/7/1999 0:00:00,706620,4306735,1,2891,226.202261872000010
6103,270433,SCB,D17.RS,8/14/2017 0:00:00,743250,4453000,0,26634,31.470869949200001
6104,270504,MCB-U,A12A.RS,9/3/2002 0:00:00,730770,4312635,1,1288,349.077358554000000
6105,270554,MCB-U,D26.RS,7/8/2010 0:00:00,781250,4494300,1,24097,28.243071162900002
6106,270561,MCB-U,D5.RS,6/22/2007 0:00:00,718850,4433150,1,22933,30.564383647000000
6107,270625,BWC-S,D20.RS,9/9/2003 0:00:00,721900,4438400,0,23813,38.771017447699997
