"fishdata_rownum","stratum","lcode","sdate","snag","river_mile","wingdyke","riprap","barcode","summary","zone15e","zone15n","utmzone","uniq_id","pool","perimeter","max_depth","avg_depth","tot_vol","shoreline_density_index","pct_terr","pct_prm_wetf","near_terr_dist","near_terr_class_7","near_terr_name","near_forest_dist","year","upperlower"
287028,"SCB","D5.RS","8/7/2013 0:00:00",1,701,0,0,12007351,5,637970,4856100,15,"P08_SC_17","P08",13783.2268774,11.89,2.65222010512,3027509.25,3.51132021064,82.7791921078,64.5798392829,102.212805395,"Ma","Marsh",116.794969185,"2013","upper"
287085,"BWC-S","D15.RS","7/16/2002 0:00:00",1,687,0,0,12004903,5,640120,4837350,15,"P08_CFL_343","P08",31667.3380386,6.19,1.05468925818,10188246,2.84584439207,32.6010711185,16.0550876231,0,"Ma","Marsh",399.485239448,"2002","upper"
287104,"BWC-S","F61A.RS","8/31/1999 0:00:00",0,690,0,0,12003757,5,639320,4841900,15,"P08_CFL_224","P08",23530.5351012,5.99,0.538189823543,1155214,3.95842506849,98.7092548831,13.2556510705,16.774507795,"Ma","Marsh",43.3976655645,"1999","upper"
287149,"MCB-U","D4.RS","8/1/2014 0:00:00",0,528,0,0,13007858,5,736975,4651885,15,"P13_USCB_21","P13",5533.83977717,10.67,3.60758784195,741810.25,3.35093301804,18.1916940153,15.122633998,79.3204431342,"Fo","Forest",79.3204431342,"2014","upper"
287178,"MCB-W","M543.8R","7/17/2015 0:00:00",0,543,1,0,13008202,5,729553,4671044,15,"P13_SCB_49","P13",2483.02661157,7.07,3.46230732293,721025.5,1.50046018566,31.0717871212,28.1394760697,109.010289543,"Fo","Forest",109.010289543,"2015","upper"
287185,"SCB","D6.RS","8/7/2012 0:00:00",0,699,0,0,12007061,5,639970,4853900,15,"P08_SC_17","P08",13783.2268774,11.89,2.65222010512,3027509.25,3.51132021064,82.7791921078,64.5798392829,126.795477518,"Dv","Developed",194.488067004,"2012","upper"
287287,"MCB-U","D3.RS","10/19/2006 0:00:00",1,759,0,0,11004946,5,577795,4914745,15,"P04_SCB_25","P04",20310.0734773,9.26,2.56745981313,2383822.25,5.87826185422,39.9354634799,19.9814866854,51.7287943865,"Fo","Forest",51.7287943865,"2006","upper"
287370,"MCB-U","D2.RS","10/7/2009 0:00:00",1,795,0,0,11005587,5,532595,4938895,15,"P04_TSC_2","P04",6178.13582518,5.24,1.54277946192,203569.75,4.38599929402,89.524296088,79.0287268637,21.4067343874,"Fo","Forest",21.4067343874,"2009","upper"
287419,"BWC-S","D19.RS","10/14/2005 0:00:00",0,754,0,0,11004754,2,585245,4910395,15,"P04_CFL_251","P04",6279.5037615,5.46,1.21136720385,571543,2.54995476457,93.4581217444,36.3522574246,9.14490408057,"GrFb","Grass/forbs",256.629546569,"2005","upper"
287420,"SCB","D11.RS","7/2/1997 0:00:00",0,692,0,0,12002441,5,643170,4845050,15,"P08_CFL_206","P08",2165.60258356,1.22,0.454279953917,19142,2.36078568136,56.0001843111,14.8978508602,7.27452019358,"Ma","Marsh",104.264019949,"1997","upper"
287509,"MCB-W","M757.4W","9/26/2012 0:00:00",0,757,0,0,11006338,2,581053,4913462,15,NA,"P04",NA,NA,NA,NA,NA,NA,NA,0,"Fo","Forest",0,"2012","upper"
287510,"BWC-S","F30A.RS","7/12/2013 0:00:00",0,544,0,1,13007410,5,727825,4669835,15,"P13_CFL_128","P13",13905.4879505,5.9,0.709572739917,1248447,2.78721557854,98.5697232373,46.6755712861,39.213724994,"Fo","Forest",39.213724994,"2013","upper"
287568,"IMP-S","D22.RS","8/5/2008 0:00:00",0,687,0,0,12006039,5,643220,4836950,15,"P08_CFL_27","P08",9579.66937321,12.6,1.16108606808,2341500,1.88446854154,91.6718829497,63.3563489758,56.2818298721,"Ma","Marsh",112.361491567,"2008","upper"
287577,"MCB-U","D24.RS","9/9/2004 0:00:00",0,693,0,0,12005353,5,641170,4846700,15,"P08_SCB_26","P08",16472.9277448,24.62,3.08173895884,4099483.25,3.96695067097,38.9732422691,34.2645237688,25.0463919768,"Fo","Forest",25.0463919768,"2004","upper"
287604,"MCB-W","M556.1D","7/15/2002 0:00:00",0,555,1,0,13004400,5,713448,4680913,15,"P13_SCB_54","P13",4087.86146459,26.93,5.07224444311,2105108.25,1.7484619936,42.1107709692,32.9812708317,74.7871513075,"Fo","Forest",74.7871513075,"2002","upper"
287696,"MCB-W","M546.0A","9/11/2017 0:00:00",0,546,0,0,13009049,2,726089,4672290,15,"P13_SCB_39","P13",3009.65198477,8.77,4.2690471532,545477.5,2.27759509613,48.5765359051,47.4453114967,30.0094057871,"Fo","Forest",30.0094057871,"2017","upper"
287697,"SCB","D9.RS","10/26/2017 0:00:00",1,795,0,0,11007754,5,532245,4938845,15,"P04_TSC_2","P04",6178.13582518,5.24,1.54277946192,203569.75,4.38599929402,89.524296088,79.0287268637,9.36852697131,"Fo","Forest",9.36852697131,"2017","upper"
