FID,OBJECTID_1,OBJECTID,Perimeter,Area,Acres,Hectares,LCU_C1,LCU_N1,LCU_C2,LCU_N2,COVER_C,COVER_N,HEIGHT_C1,HEIGHT_C2,HEIGHT_N,CLASS_31,CLASS_31_N,CLASS_31_D,CLASS_15_C,CLASS_15_N,CLASS_7_C,CLASS_7_N,HNA_C1,HNA_C2,HNA_N1,HYDRO_C1,HYDRO_C2,HYDRO_N,HYD_REG_C,HYD_REG_N,LAND_WATER,NVCS2_CODE,NVCS2_DESC,Shape_Leng,Shape_Le_1,Shape_Area
1183,18034,0,32179.567075399998000,11437583.619100001000000,1.823408264960000,0.737907144770000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,817.361003717000020,7379.071447569999700
1184,18035,0,95938.560792200005000,95717811.954200000000000,15.259573633100000,6.175330356040000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2436.839444119999800,61753.303560400003000
1185,18036,0,77168.312681800002000,25573515.031399999000000,4.076993902310000,1.649900895760000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1960.075142109999900,16499.008957700000000
1186,18037,0,20678.149868600001000,15208224.359700000000000,2.424533268250000,0.981173802793000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,525.225006660999950,9811.738028019999500
1187,18038,0,16030.176036200000000,7878782.580910000000000,1.256055278310000,0.508307536990000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,407.166471320000030,5083.075369909999600
1188,18039,0,11032.216247599999000,5208608.784939999700000,0.830369475204000,0.336038604369000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,280.218292689000010,3360.386043710000200
1189,18040,0,17919.400738900000000,11443098.780300001000000,1.824287505780000,0.738262960907000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,455.152778770000000,7382.629609030000200
1190,18041,0,71240.259541399995000,55563383.206600003000000,8.858053898610001,3.584727230960000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1809.502592350000000,35847.272309599997000
1191,18042,0,54705.586110900003000,78269576.060399994000000,12.477932108399999,5.049639969110000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1389.521887220000100,50496.399691200000000
1192,18043,0,17442.005293400001000,13886463.494899999000000,2.213814836330000,0.895899078839000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,443.026934455000000,8958.990788400000400
1193,18044,0,169125.018587000000000,68681327.717800006000000,10.949349511199999,4.431044539040000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,4295.775472100000100,44310.445390499997000
1194,18045,0,28317.034482499999000,7802126.933760000400000,1.243834642790000,0.503362021258000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,719.252675858999960,5033.620212630000400
1195,18046,0,33178.052128600000000,8299058.520820000200000,1.323056722660000,0.535422059529000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,842.722524068999970,5354.220595290000300
1196,18047,0,679533.383216000050000,2937688993.230000000000000,468.333746753000010,189.527943087000010,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,17260.147933699998000,1895279.430870000000000
1197,18048,0,46560.948058900001000,18759560.872200001000000,2.990696241490000,1.210291829230000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1182.648080709999900,12102.918292400000000
1198,18049,0,28519.918378300001000,10203310.377100000000000,1.626637329270000,0.658276772289000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,724.405926808000000,6582.767722849999700
1199,18050,0,89843.579238000006000,80814479.922199994000000,12.883647064400000,5.213826986660000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2282.026912639999900,52138.269866499999000
1200,18051,0,36611.788035500002000,64646944.807200000000000,10.306178069700000,4.170762291180000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,929.939416101000010,41707.622911699997000
1201,18052,0,38520.687824200002000,35158634.003700003000000,5.605077607470000,2.268294431390000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,978.425470736999960,22682.944313900000000
1202,18053,0,35832.846431600003000,36995508.260899998000000,5.897916708260000,2.386802210960000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,910.154299365000040,23868.022109599999000
1203,18054,0,59946.881182099998000,67037363.697999999000000,10.687264644200001,4.324982556340000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1522.650782030000100,43249.825563099999000
1204,18055,0,15386.404743900001000,11129235.666400000000000,1.774250661030000,0.718013768255000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,390.814680494000020,7180.137682569999900
1205,18056,0,85214.342688200006000,50591424.037299998000000,8.065411698629999,3.263956313190000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2164.444304279999900,32639.563131800001000
1206,18057,0,24350.061323599999000,16480580.147500001000000,2.627375418880000,1.063261108800000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,618.491557618000000,10632.611087900001000
1207,18058,0,36911.279280100003000,20079593.126100000000000,3.201139093920000,1.295455030120000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,937.546493704999990,12954.550301100000000
1208,18059,0,22805.646651100000000,14194081.987400001000000,2.262856147870000,0.915745393498000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,579.263424941000040,9157.453934830000400
1209,18060,0,21603.214099400000000,10299585.781199999000000,1.641985795640000,0.664488076259000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,548.721638124000040,6644.880762490000100
1210,18061,0,38138.487114099997000,11514962.613700001000000,1.835744218340000,0.742899327988000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,968.717572700999990,7428.993279950000200
1211,18062,0,12726.362979500000000,4632987.244500000000000,0.738602445621000,0.298901805066000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,323.249619680000020,2989.018050629999800
1212,18063,0,64178.780143299999000,58173988.237400003000000,9.274243099780000,3.753153025120000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1630.141015660000000,37531.530251199998000
1213,18064,0,33181.045976900001000,14035646.560900001000000,2.237597974840000,0.905523773523000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,842.798567811000000,9055.237735200000300
1214,18065,0,25659.319288700000000,5061623.400860000400000,0.806936696648000,0.326555695330000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,651.746709938999970,3265.556953200000000
1215,18066,0,26640.261056399999000,4758670.385320000400000,0.758639167132000,0.307010378579000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,676.662630834999960,3070.103786000000100
1216,18067,0,151382.021029000000000,24950246.412700001000000,3.977630856020000,1.609690097560000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,3845.103334129999900,16096.900975000000000
1217,18068,0,126329.179559000000000,85381873.953999996000000,13.611792475600000,5.508496980020000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,3208.761160800000200,55084.969799899998000
1218,18069,0,229958.763542000000000,146927889.525000010000000,23.423612629600001,9.479199720570000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,5840.952593940000000,94791.997205699998000
1219,18070,0,29921.503933799999000,14359004.723300001000000,2.289148544040000,0.926385548728000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,760.006199919999970,9263.855487360000600
1220,18071,0,21140.480779500002000,8604821.364229999500000,1.371802201980000,0.555148655135000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,536.968211804000020,5551.486551390000400
1221,18072,0,47933.443592299998000,26943343.982999999000000,4.295375469180000,1.738276780410000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1217.509467229999900,17382.767804100000000
1222,18073,0,260966.443747999990000,60305669.555299997000000,9.614081081540000,3.890680577030000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,6628.547671180000200,38906.805770200001000
1223,18074,0,34991.531552100001000,11542138.117600000000000,1.840076605320000,0.744652582793000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,888.784901425000040,7446.525827819999900
1224,18075,0,10567.407103600000000,3151893.169749999900000,0.502482713778000,0.203347539740000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,268.412140437999990,2033.475397470000000
1225,18076,0,40372.685479400003000,13389271.125299999000000,2.134551181840000,0.863822215917000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1025.466211180000100,8638.222159130000400
1226,18077,0,17248.432069300001000,9294924.431299999400000,1.481820163650000,0.599671344609000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,438.110174562999990,5996.713446020000400
1227,18078,0,20691.362173900001000,3995457.277770000000000,0.636965819459000,0.257770921733000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,525.560599213000050,2577.709217310000000
1228,18079,0,7024.515488480000400,2706590.520450000200000,0.431491448648000,0.174618394017000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,178.422693411000010,1746.183940220000100
1229,18080,0,32226.737419400000000,24099311.644000001000000,3.841972701130000,1.554791190030000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,818.559130453999960,15547.911900300000000
1230,18081,0,46830.967188199997000,13666398.454399999000000,2.178731515660000,0.881701362684000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1189.506566580000000,8817.013626829999300
1231,18082,0,83660.469755900005000,60627407.079499997000000,9.665373284530000,3.911437795140000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2124.975931800000100,39114.377951399998000
1232,18083,0,251027.376094000010000,193893698.106999990000000,30.911019619699999,12.509245827100001,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,6376.095352790000100,125092.458270000000000
1233,18084,0,27246.156914100000000,22053040.797899999000000,3.515751070980000,1.422773980120000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,692.052385617000030,14227.739801199999000
1234,18085,0,13136.198917600001000,6972438.660410000000000,1.111563657470000,0.449833852615000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,333.659452499999990,4498.338526090000400
1235,18086,0,27094.684283600000000,13409060.393400000000000,2.137706036600000,0.865098940341000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,688.204980804999990,8650.989403390000000
1236,18087,0,30005.469289100001000,7594709.200950000400000,1.210767587640000,0.489980258808000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,762.138919945999990,4899.802588049999900
1237,18088,0,8691.134817599999200,2546623.627049999800000,0.405989125320000,0.164297969922000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,220.754824366000010,1642.979699140000100
1238,18089,0,965778.517355000020000,180716065.060999990000000,28.810208311200000,11.659077653500001,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,24530.774340799999000,116590.776534000000000
1239,18090,0,38611.635713199998000,22919954.801300000000000,3.653956675550000,1.478703803960000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,980.735547125000040,14787.038039600000000
1240,18091,0,16140.369656499999000,6386090.790199999700000,1.018086609500000,0.412005033420000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,409.965389281999990,4120.050334180000400
1241,18092,0,102998.966654000000000,92784539.272900000000000,14.791943945900000,5.986087335730000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2616.173753019999800,59860.873357400000000
1242,18093,0,24913.955727100001000,10870850.074100001000000,1.733058181890000,0.701343763378000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,632.814475466999970,7013.437633790000300
1243,18094,0,64999.909666599997000,139438921.768999990000000,22.229702608400000,8.996041476869999,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1650.997705520000000,89960.414768799994000
1244,18095,0,21398.330019699999000,5021002.399249999800000,0.800460794698000,0.323934990790000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,543.517582500000000,3239.349907849999900
1245,18096,0,55983.083027799999000,51370500.652700000000000,8.189614046510000,3.314219220110000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1421.970308910000100,33142.192201200000000
1246,18097,0,65863.943557199993000,48545386.498599999000000,7.739227262940000,3.131954155350000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1672.944166360000100,31319.541553399999000
