FID,OBJECTID_1,OBJECTID,Perimeter,Area,Acres,Hectares,LCU_C1,LCU_N1,LCU_C2,LCU_N2,COVER_C,COVER_N,HEIGHT_C1,HEIGHT_C2,HEIGHT_N,CLASS_31,CLASS_31_N,CLASS_31_D,CLASS_15_C,CLASS_15_N,CLASS_7_C,CLASS_7_N,HNA_C1,HNA_C2,HNA_N1,HYDRO_C1,HYDRO_C2,HYDRO_N,HYD_REG_C,HYD_REG_N,LAND_WATER,NVCS2_CODE,NVCS2_DESC,Shape_Leng,Shape_Le_1,Shape_Area
1627,18478,0,38626.247785100000000,99454670.612800002000000,15.855313012200000,6.416417529260000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,981.106693743000050,64164.175292300002000
1628,18479,0,33215.265943699997000,22168545.204100002000000,3.534165073100000,1.430225862390000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,843.667754960000020,14302.258624000000000
1629,18480,0,19345.208293399999000,9879766.282199999300000,1.575057118250000,0.637403001462000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,491.368290651999980,6374.030014570000300
1630,18481,0,26181.855672000002000,44483874.394199997000000,7.091730817370000,2.869921640420000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,665.019134071000050,28699.216404100000000
1631,18482,0,15870.060489199999000,16588768.317299999000000,2.644623048250000,1.070240976760000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,403.099536419999990,10702.409767499999000
1632,18483,0,77679.337956999996000,32752084.880899999000000,5.221419510910000,2.113033508180000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1973.055184099999900,21130.335081599998000
1633,18484,0,15139.169964200000000,10212050.190500000000000,1.628030652240000,0.658840630087000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,384.534917092000000,6588.406300949999600
1634,18485,0,82632.197992400004000,75273941.188299999000000,12.000360484300000,4.856373589710000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2098.857829000000000,48563.735897099999000
1635,18486,0,33161.198207800000000,35495733.859899998000000,5.658818911960000,2.290042765710000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,842.294434471000050,22900.427657000000000
1636,18487,0,24171.070424099998000,15712203.852900000000000,2.504878942970000,1.013688543770000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,613.945188774000030,10136.885437900000000
1637,18488,0,34926.578717600001000,19927290.017700002000000,3.176858550420000,1.285629042780000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,887.135099437000010,12856.290427800001000
1638,18489,0,35321.555792599996000,29052993.334100001000000,4.631701059530000,1.874382917940000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,897.167517134000040,18743.829179400000000
1639,18490,0,29357.927385600000000,13955675.857000001000000,2.224848844660000,0.900364383589000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,745.691355585999990,9003.643835950000700
1640,18491,0,12669.721233800001000,6421538.606420000100000,1.023737789260000,0.414291984732000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,321.810919339000010,4142.919847219999600
1641,18492,0,13904.448699099999000,4678950.731610000100000,0.745930060009000,0.301867185401000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,353.172996957000010,3018.671854149999900
1642,18493,0,18040.609860299999000,8477180.431010000400000,1.351453364300000,0.546913772687000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,458.231490456000020,5469.137726840000100
1643,18494,0,23546.299108100000000,22818433.915399998000000,3.637771961310000,1.472154082490000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,598.075997338999970,14721.540824800000000
1644,18495,0,49040.388048300003000,50143498.416800000000000,7.994002272850000,3.235057943860000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1245.625856430000100,32350.579438600002000
1645,18496,0,63158.736069200000000,121342211.915000010000000,19.344679738500002,7.828514143910000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1604.231896159999900,78285.141439100000000
1646,18497,0,107854.332892000010000,33818920.451099999000000,5.391497113040000,2.181861471830000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2739.500055479999900,21818.614718299999000
1647,18498,0,35616.856854300000000,17207653.485100001000000,2.743287273800000,1.110168972250000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,904.668164093999960,11101.689722499999000
1648,18499,0,12321.395370800001000,5812662.769729999800000,0.926669276370000,0.375009751252000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,312.963442412000010,3750.097512509999900
1649,18500,0,15398.777015199999000,4412716.755719999800000,0.703486371881000,0.284690834212000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,391.128936185999980,2846.908342040000200
1650,18501,0,56075.249838999996000,45697239.987599999000000,7.285168603270000,2.948203135040000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1424.311345910000000,29482.031350400001000
1651,18502,0,12546.265193900001000,6162215.476850000200000,0.982395845585000,0.397561493704000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,318.675135924000020,3975.614937010000200
1652,18503,0,41553.665141999998000,26852523.397799999000000,4.280896623710000,1.732417399530000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1055.463094600000000,17324.173995300000000
1653,18504,0,11938.983828000000000,9305579.475810000700000,1.483518817560000,0.600358765461000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,303.250189229000000,6003.587654580000200
1654,18505,0,26848.612641299998000,12538024.571100000000000,1.998843321320000,0.808903193227000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,681.954761085999960,8089.031932220000300
1655,18506,0,55456.304468499999000,33525182.560899999000000,5.344668681910000,2.162910678100000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1408.590133490000000,21629.106780999999000
1656,18507,0,32181.643038800001000,10256392.301800000000000,1.635099782840000,0.661701405744000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,817.413733183999970,6617.014057409999600
1657,18508,0,52570.792280900001000,48886065.942500003000000,7.793539234270000,3.153933430340000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1335.298123940000100,31539.334303600001000
1658,18509,0,68128.830727799999000,113742090.837000000000000,18.133049375799999,7.338184732430000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1730.472300480000100,73381.847324300004000
1659,18510,0,60604.040698800003000,13102963.019600000000000,2.088907225610000,0.845350762174000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1539.342633740000100,8453.507621450000400
1660,18511,0,12875.979198600000000,9210663.629529999600000,1.468387095310000,0.594235174723000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,327.049871645000000,5942.351747210000200
1661,18512,0,161572.119209000000000,82636579.438500002000000,13.174130739000001,5.331381559050000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,4103.931827919999700,53313.815590899998000
1662,18513,0,11287.486433800001000,7857498.900650000200000,1.252662180620000,0.506934399075000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,286.702155418000020,5069.343990690000300
1663,18514,0,85078.941938300006000,18079766.742899999000000,2.882321756530000,1.166434231190000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2161.005125230000000,11664.342311900000000
1664,18515,0,20442.176492499999000,8459090.365529999100000,1.348569400690000,0.545746674022000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,519.231282911999980,5457.466740210000400
