FID,Field1,stratum,lcode,sdate,utm_e,utm_n,snag,NEAR_FID,NEAR_DIST
5627,205307,BWC-S,D7.RS,9/13/2007 0:00:00,640820,4840950,0,2283,23.406780034800001
5628,205457,IMP-S,F14.RS,9/24/2001 0:00:00,642670,4836850,1,2697,0.000000000000000
5629,205487,BWC-S,F11.RS,8/28/2002 0:00:00,642470,4840750,0,2285,476.942945176000020
5630,205488,BWC-S,F16A.RS,8/27/2007 0:00:00,638770,4857350,0,2549,51.870634501500000
5631,205512,TWZ,M702.3C,10/29/1990 0:00:00,636299,4858199,NA,2560,25.589539518599999
5632,205516,BWC-S,M788.3G,10/7/1991 0:00:00,540524,4935330,NA,1647,75.673052001100004
5633,205547,BWC-S,F5.RS,6/18/2002 0:00:00,579595,4915145,0,1691,47.124146811700001
5634,205604,IMP-S,F12.RS,6/18/2002 0:00:00,737175,4651585,1,3170,96.689523609299997
5635,205609,BWC-S,F2.RS,9/30/1997 0:00:00,733875,4664735,1,4713,15.103850959400001
5636,205901,BWC-S,F15A.RS,7/11/2001 0:00:00,639970,4837550,0,2037,170.032687954000010
5637,205907,BWC-S,F1.RS,8/29/2007 0:00:00,642270,4841050,0,2674,203.035602893999990
5638,205908,BWC-S,F2.RS,7/7/2008 0:00:00,716575,4677985,1,4732,45.866259121500001
5639,205910,BWC-S,F9.RS,10/7/2008 0:00:00,733475,4668785,0,4715,402.350447867000010
5640,205911,IMP-S,F13.RS,10/3/2005 0:00:00,641320,4835500,0,2007,21.955469630300001
5641,205929,BWC-S,F26A.RS,8/15/1994 0:00:00,642720,4846100,0,2358,25.759359639800000
5642,205978,BWC-S,F5.RS,8/4/2008 0:00:00,584295,4911745,1,394,17.193509034500000
5643,205991,TWZ,M796.9N,10/17/2016 0:00:00,531031,4939825,1,1175,39.806973667800001
5644,206015,BWC-S,F4.RS,6/17/2013 0:00:00,642320,4845249,0,2112,178.053054019999990
5645,206052,BWC-S,F12A.RS,8/29/2007 0:00:00,643320,4841350,0,2285,84.891685862599999
5646,206084,BWC-S,F3.RS,7/11/2016 0:00:00,638620,4854450,0,2495,14.514484444300001
5647,206118,BWC-S,F4.RS,7/10/2017 0:00:00,733175,4665935,0,3632,9.545774585329999
5648,206119,BWC-S,F2.RS,8/31/2015 0:00:00,715975,4678986,0,3408,81.203444809999993
5649,206120,BWC-S,M701.8H,10/8/1990 0:00:00,638944,4857032,NA,2543,53.398504985199999
5650,206129,BWC-S,F6.RS,6/24/2002 0:00:00,643570,4843650,0,2324,13.975912759900000
5651,206204,MCB-U,D4.RS,10/19/2006 0:00:00,578695,4914195,1,1835,35.040497184199999
5652,206211,BWC-S,D16.RS,10/30/2006 0:00:00,642320,4840550,0,2674,573.628933336000050
5653,206230,BWC-S,D17.RS,9/25/1997 0:00:00,639270,4849900,0,2774,24.451614608500002
5654,206272,MCB-W,M552.7L,9/15/1995 0:00:00,716594,4676587,1,3821,109.945606410000000
5655,206290,BWC-S,F57A.RS,7/11/2013 0:00:00,733575,4662535,0,4704,93.841645182199997
5656,206307,SCB,D7.RS,8/6/2013 0:00:00,642020,4842999,1,1955,38.517074509499999
5657,206363,BWC-S,D22.RS,7/25/2011 0:00:00,582995,4912795,1,823,52.862014244800001
5658,206371,SCB,D12.RS,9/12/2005 0:00:00,577445,4915145,0,434,8.906251012829999
5659,206435,MCB-W,M532.9E,10/6/2006 0:00:00,735361,4657185,0,3515,43.883860324799997
5660,206450,BWC-S,D12.RS,10/19/2006 0:00:00,642370,4847750,1,2415,25.795771811200002
5661,206468,SCB,D7.RS,8/30/2001 0:00:00,538295,4935945,1,1112,46.018186670900000
5662,206524,BWC-S,D17.RS,7/14/2010 0:00:00,640570,4839450,0,2043,469.451640533999980
5663,206537,SCB,D13.RS,8/16/2011 0:00:00,579195,4912695,1,1875,33.443207463000000
5664,206571,MCB-W,M694.9M,6/18/2002 0:00:00,641034,4848151,0,2168,81.033786866400007
5665,206633,BWC-S,D15.RS,9/3/2002 0:00:00,579395,4912995,0,1496,0.000000000000000
5666,206690,BWC-S,F4.RS,9/23/1998 0:00:00,540545,4934395,0,1082,0.000000000000000
5667,206848,MCB-W,M755.8E,7/17/1995 0:00:00,583300,4911850,0,159,166.495824387999990
5668,206854,BWC-S,F5.RS,8/8/2006 0:00:00,580045,4915745,0,1695,113.420734976000010
5669,206855,BWC-S,F17A.RS,8/17/2000 0:00:00,642470,4847600,0,2415,34.669180717499998
5670,206922,BWC-S,F47A.RS,7/8/2002 0:00:00,638920,4837550,0,2816,273.649942278000030
5671,206968,BWC-S,F45A.RS,10/1/1997 0:00:00,734975,4660735,1,3557,135.155023453000010
5672,207009,BWC-S,F2.RS,8/27/2001 0:00:00,642020,4842800,0,1955,80.074993188099995
5673,207094,MCB-U,D5.RS,8/16/2011 0:00:00,577795,4914745,1,849,51.728794386499999
5674,207131,SCB,D24.RS,10/18/2006 0:00:00,574295,4916595,1,897,34.939194720400003
5675,207234,BWC-S,D6.RS,10/22/2008 0:00:00,735525,4662535,0,4702,22.226448177799998
5676,207235,IMP-S,D17.RS,10/24/2000 0:00:00,643420,4836550,0,2587,53.864242099800002
5677,207257,IMP-O,M525.5,8/20/1992 0:00:00,733749,4645404,1,3441,33.688191789500003
5678,207312,BWC-S,D12.RS,7/19/2012 0:00:00,738775,4658135,0,3527,23.499935807899998
5679,207313,SCB,D10.RS,8/6/2013 0:00:00,641720,4841249,1,2809,148.218713122000000
5680,207386,BWC-S,D14.RS,6/22/2011 0:00:00,641970,4844650,0,1961,202.385981069000000
5681,207452,BWC-S,D17.RS,9/2/2009 0:00:00,584895,4911345,0,390,27.494655313599999
5682,207453,BWC-S,D19.RS,8/22/2005 0:00:00,579795,4915095,0,1691,69.619538465600002
5683,207468,MCB-U,B18A.RS,10/20/2005 0:00:00,736375,4652785,1,4273,18.623067831099998
5684,207518,MCB-W,M540.9A,10/24/2006 0:00:00,731540,4667324,0,3267,50.221776787800003
5685,207524,BWC-S,D7.RS,9/27/1996 0:00:00,715325,4680135,NA,2986,69.649054867000004
5686,207525,SCB,D5.RS,7/1/1993 0:00:00,637170,4856650,1,2534,8.646610968090000
5687,207566,BWC-S,D19.RS,9/19/2012 0:00:00,641470,4843100,1,2313,26.582364686900000
5688,207635,BWC-S,D19.RS,7/2/2013 0:00:00,641270,4844849,0,2339,112.903418320000000
5689,207664,BWC-S,D15.RS,8/21/2013 0:00:00,641470,4843999,0,2097,122.008636451000000
5690,207665,BWC-S,D6.RS,7/20/2010 0:00:00,714625,4680635,1,3426,14.364483853599999
5691,207691,MCB-U,D1.RS,9/25/2001 0:00:00,713225,4681385,1,3097,9.942014460490000
5692,207722,TWZ,M796.9M,9/10/2012 0:00:00,531164,4939769,0,1172,108.158015873000000
5693,207742,IMP-S,F11.RS,8/13/2013 0:00:00,735425,4650084,0,4118,89.554471400699995
5694,207765,BWC-S,F10.RS,6/18/2012 0:00:00,642670,4841450,1,2309,88.844988202899998
5695,207821,BWC-S,F12.RS,9/26/2017 0:00:00,638920,4837550,0,2816,273.649942278000030
5696,207859,BWC-S,F8.RS,7/24/2013 0:00:00,639870,4842899,0,2838,42.674430412299998
5697,208005,BWC-S,M701.8D,8/23/1990 0:00:00,637114,4857541,NA,2560,20.808155253500001
5698,208091,BWC-S,F12.RS,8/24/2010 0:00:00,641070,4839700,0,1940,391.683909594999990
5699,208154,BWC-S,F4.RS,6/24/1999 0:00:00,579095,4915745,0,179,158.458334683000000
5700,208193,BWC-S,M753.5V,8/7/1991 0:00:00,584685,4908850,NA,136,125.702375437000000
5701,208212,BWC-S,F5.RS,10/9/2001 0:00:00,638420,4858300,0,2561,57.209516999800002
5702,208213,BWC-S,F10.RS,8/28/2007 0:00:00,640470,4841400,0,2709,17.358560062300000
5703,208257,BWC-S,F3.RS,9/27/1994 0:00:00,578345,4916195,0,463,32.079959382900000
5704,208258,BWC-S,F1.RS,9/21/2011 0:00:00,541195,4935945,0,1114,61.253812430700002
5705,208278,BWC-S,F36A.RS,7/6/1993 0:00:00,727175,4670985,1,4720,28.030230162700001
5706,208283,IMP-S,F13.RS,7/1/1998 0:00:00,735275,4648435,0,2976,44.241027633999998
5707,208286,BWC-S,F1.RS,10/2/2000 0:00:00,715325,4680185,NA,3094,54.831341406800000
5708,208287,BWC-S,F5.RS,8/9/1995 0:00:00,637020,4857700,1,2560,29.088551660800000
5709,208321,BWC-S,F70A.RS,8/19/2013 0:00:00,580145,4912895,1,1472,23.614929840199999
5710,208336,BWC-S,F64A.RS,6/29/2015 0:00:00,733475,4659585,1,3211,294.639863690000030
5711,208354,IMP-S,F14.RS,8/15/2011 0:00:00,733775,4644435,0,4057,302.986986557000020
5712,208363,BWC-S,F10.RS,6/30/2011 0:00:00,733325,4661785,0,3238,70.569961929900003
5713,208364,IMP-S,F13.RS,7/1/1998 0:00:00,642970,4833900,1,2586,117.855166780000000
5714,208484,TWZ,M796.9N,6/28/1995 0:00:00,531001,4939807,0,1443,35.352544457199997
5715,208488,BWC-S,F2.RS,9/26/2013 0:00:00,639670,4851450,0,2446,21.234250652299998
5716,208504,BWC-S,F61A.RS,6/30/2014 0:00:00,735675,4660735,1,3560,70.026652228399996
5717,208518,IMP-S,F14.RS,6/20/2016 0:00:00,733825,4646285,1,3466,55.018133868900001
5718,208564,BWC-S,F6.RS,8/6/2008 0:00:00,638420,4858250,0,2561,35.593992153999999
5719,208565,BWC-S,F8.RS,7/13/1993 0:00:00,639520,4836350,0,2696,10.089362312900001
5720,208566,IMP-S,F12.RS,10/4/1995 0:00:00,735775,4651135,1,4265,577.095150050000030
5721,208580,BWC-S,F2.RS,6/15/2009 0:00:00,735525,4656235,0,3512,63.591602279999996
5722,208581,TWZ,M796.9M,8/23/1993 0:00:00,531025,4939640,0,1172,29.580331060300001
5723,208585,BWC-S,F21A.RS,6/24/1999 0:00:00,735575,4656035,0,3188,61.625748865799999
5724,208654,SCB,D7.RS,8/19/2010 0:00:00,639070,4836150,1,2031,180.471123035000010
5725,208718,BWC-S,F12A.RS,9/13/2007 0:00:00,643320,4841350,0,2285,84.891685862599999
5726,208804,SCB,D15.RS,8/31/1998 0:00:00,537445,4936745,0,727,5.232933635790000
5727,208866,BWC-O,M757.9,10/1/1992 0:00:00,580759,4915481,0,1694,762.887956178999960
5728,208877,MCB-U,D1.RS,7/5/1995 0:00:00,532445,4938995,0,1434,73.072807126800001
5729,208914,SCB,D5.RS,6/30/2015 0:00:00,639270,4855100,1,2520,42.911921904899998
5730,208956,SCB,D12.RS,10/11/1999 0:00:00,582595,4912895,0,822,29.667838120599999
5731,208972,BWC-S,D8.RS,10/22/2001 0:00:00,642070,4847650,1,2415,3.084855408230000
5732,209055,BWC-S,F8A.RS,10/27/1999 0:00:00,642470,4840950,1,2285,414.310838271000020
5733,209080,MCB-W,M699.5E,6/22/1998 0:00:00,638518,4854005,0,2482,184.590202494000010
5734,209130,SCB,D11.RS,8/4/2015 0:00:00,642770,4840650,0,2285,304.429180680999990
5735,209154,MCB-U,D22.RS,6/29/2010 0:00:00,585095,4909545,1,1284,36.858338335299997
5736,209409,BWC-S,M692.7R,10/21/1993 0:00:00,642904,4844961,1,2333,15.877699698100001
5737,209430,MCB-W,M531.4L,9/11/2015 0:00:00,736529,4655372,0,3185,150.030239103000010
5738,209443,IMP-S,D21.RS,6/19/2013 0:00:00,643520,4839149,0,1939,71.920108498199994
5739,209473,BWC-S,D12.RS,10/16/2009 0:00:00,728925,4670135,0,4721,14.769384180399999
5740,209548,SCB,D6.RS,8/25/2008 0:00:00,643420,4845750,1,2348,30.067422192500000
5741,209620,BWC-S,D12.RS,8/23/2005 0:00:00,738175,4659685,0,4699,9.477457485180000
5742,209662,BWC-S,F38A.RS,10/8/2008 0:00:00,735425,4660835,1,3555,66.503803085900003
5743,209729,IMP-S,F13.RS,8/9/1994 0:00:00,733525,4646885,1,4048,207.652191732000010
5744,209748,IMP-S,F15.RS,9/25/2014 0:00:00,642920,4833900,1,2586,167.843019246000010
5745,209762,IMP-S,F13.RS,7/12/2004 0:00:00,642920,4833900,1,2586,167.843019246000010
5746,209844,BWC-S,F5.RS,8/5/1993 0:00:00,584045,4910895,0,43,200.088042860999990
5747,209852,BWC-S,F3.RS,7/13/2015 0:00:00,728925,4669685,1,4716,0.000000000000000
5748,209981,BWC-S,F1.RS,10/14/2010 0:00:00,576195,4915295,1,440,6.530033559350000
5749,210029,BWC-S,M690.2A,7/8/1991 0:00:00,639243,4841764,NA,2054,59.203321664199997
5750,210132,BWC-S,M701.8H,8/21/1990 0:00:00,638944,4857032,1,2543,53.398504985199999
5751,210176,BWC-S,F4.RS,9/13/2016 0:00:00,724625,4673786,0,4644,7.047893649740000
5752,210177,BWC-S,F6.RS,7/5/2017 0:00:00,641520,4842700,0,2074,82.251954108800007
5753,210284,MCB-W,M692.7E,10/28/2008 0:00:00,640750,4844970,0,2649,136.484170869000000
5754,210299,MCB-U,D4.RS,10/12/1999 0:00:00,573395,4917195,1,204,44.610744213499999
5755,210310,BWC-S,D21.RS,8/13/2012 0:00:00,578295,4915145,0,866,35.478859976599999
5756,210311,MCB-W,M548.7M,10/26/2012 0:00:00,722737,4674403,0,4550,76.542063524800000
5757,210448,MCB-W,M690.6E,9/20/1996 0:00:00,640268,4841800,0,2710,57.551735291699998
5758,210462,BWC-S,F5A.RS,6/30/2015 0:00:00,638420,4856900,0,2537,34.113669387900003
5759,210547,BWC-S,F11.RS,9/28/2009 0:00:00,639270,4843500,0,2094,35.568875279200000
5760,210701,SCB,D14.RS,6/20/1997 0:00:00,639030,4835850,1,2031,0.761948704353000
5761,210718,MCB-W,M534.0F,10/1/2015 0:00:00,734840,4658991,0,3537,139.056631642000010
5762,210746,BWC-S,D20.RS,8/23/2012 0:00:00,640320,4838100,0,2818,196.231709298999990
5763,210800,BWC-S,D15.RS,10/15/2013 0:00:00,642370,4847649,0,2415,27.180710185100001
5764,210857,MCB-U,D3.RS,9/27/2011 0:00:00,723975,4673635,1,3792,21.603841644900001
5765,210920,IMP-S,D17.RS,6/29/1998 0:00:00,736325,4642935,1,3140,34.510826145099998
5766,210997,MCB-W,M699.3F,10/30/1995 0:00:00,638819,4854256,0,2684,30.842276938700000
5767,211024,IMP-S,H35A.RS,10/2/2006 0:00:00,736125,4642235,1,3140,208.295740642999990
5768,211025,MCB-U,D3.RS,8/1/2002 0:00:00,640470,4849550,1,2433,2.145016981960000
5769,211071,MCB-U,D8.RS,7/22/1999 0:00:00,531895,4939645,1,1444,44.746586918900000
5770,211125,BWC-S,F99A.RS,7/26/1995 0:00:00,737475,4655635,0,3499,50.427970803400001
5771,211157,IMP-S,D22.RS,11/2/1993 0:00:00,640850,4828650,1,2006,1391.661545850000000
5772,211158,SCB,D10.RS,6/16/1995 0:00:00,642320,4844400,0,1961,215.344334903999990
5773,211171,BWC-S,F80A.RS,6/18/2015 0:00:00,584345,4911945,1,394,96.973295227999998
5774,211187,SCB,D7.RS,10/30/2013 0:00:00,640370,4851050,1,2441,550.243011905000000
5775,211191,SCB,D10.RS,7/22/2014 0:00:00,540045,4935995,1,710,51.113932591800001
5776,211213,BWC-S,F52A.RS,10/10/2013 0:00:00,582445,4914045,1,173,55.729618187699998
5777,211261,BWC-S,F51A.RS,10/10/2013 0:00:00,580545,4914645,0,432,56.305395468599997
5778,211272,BWC-S,M701.8H,10/16/1991 0:00:00,638944,4857032,NA,2543,53.398504985199999
5779,211332,IMP-O,M525.5,6/15/1992 0:00:00,733749,4645715,1,3145,226.812935137000010
5780,211339,BWC-S,F7.RS,8/18/1999 0:00:00,734875,4660835,1,3557,76.997412985300002
5781,211350,BWC-S,F6.RS,9/2/1999 0:00:00,641570,4841250,0,2809,264.977435651000010
5782,211397,BWC-S,F3.RS,8/9/2004 0:00:00,715675,4679535,0,3417,79.919822700099999
5783,211398,BWC-S,M536.9,9/23/1992 0:00:00,733981,4663655,1,3621,10.051471524600000
5784,211469,BWC-S,F5.RS,8/12/2014 0:00:00,585445,4910695,0,800,83.038845831299994
5785,211470,IMP-S,F14.RS,10/3/2011 0:00:00,641720,4833950,0,2692,0.433752226103000
5786,211497,BWC-S,F6.RS,8/16/1994 0:00:00,733225,4669435,0,4715,168.433911822999990
5787,211528,BWC-S,F3.RS,10/9/2014 0:00:00,578595,4915545,1,178,13.966214490600001
5788,211533,IMP-S,F12.RS,6/18/2009 0:00:00,733875,4645135,0,4057,65.679391649999999
5789,211578,BWC-S,F4.RS,8/23/2004 0:00:00,640770,4847750,0,1985,10.294046741100001
5790,211612,BWC-S,F2.RS,8/8/2005 0:00:00,540295,4935745,0,710,57.807620584299997
5791,211613,BWC-S,F2.RS,10/13/1999 0:00:00,730175,4668735,1,4716,15.711803154400000
5792,211653,BWC-S,F2.RS,6/25/2014 0:00:00,638670,4850500,1,2776,117.017169501000000
5793,211655,BWC-S,F10.RS,6/25/2015 0:00:00,737775,4656035,0,3198,24.599398561899999
5794,211663,BWC-S,F45A.RS,8/13/2008 0:00:00,736825,4655985,1,3501,241.920493410000010
5795,211664,BWC-S,F5.RS,8/2/1999 0:00:00,640320,4841450,1,2047,31.002025378900001
5796,211683,BWC-S,F55A.RS,9/17/1996 0:00:00,737175,4655885,1,3187,44.556642040200003
5797,211698,BWC-S,F3.RS,9/12/2016 0:00:00,720975,4674036,0,3787,15.125485093300000
5798,211699,IMP-S,H20A.RS,8/23/2017 0:00:00,641320,4835400,0,2007,0.000000000000000
5799,211713,BWC-S,F52A.RS,10/20/2015 0:00:00,734425,4667585,1,3640,150.408629235000010
5800,211717,BWC-S,F10.RS,7/15/2008 0:00:00,728725,4669885,1,4716,13.342380792700000
5801,211728,MCB-W,M796.7M,8/19/1996 0:00:00,531610,4939625,0,1172,52.542051957300004
5802,211749,BWC-S,F5.RS,10/13/2004 0:00:00,641020,4840300,0,2702,172.033291604999990
5803,211756,BWC-S,F9.RS,9/21/1999 0:00:00,738675,4658385,1,3527,60.497678472099999
5804,211808,BWC-S,F11A.RS,9/21/2017 0:00:00,642170,4847000,1,2371,12.986957831500000
5805,211827,IMP-S,F15.RS,8/17/2015 0:00:00,643520,4829050,0,1947,191.187356580000000
5806,211855,BWC-S,F5.RS,6/20/2016 0:00:00,641770,4849050,0,2419,3.615905267020000
5807,211898,IMP-S,F14.RS,6/17/2002 0:00:00,735525,4650335,1,4106,29.903555534599999
5808,211907,BWC-S,F5.RS,9/22/1999 0:00:00,735375,4655085,1,4182,37.845883409899997
5809,211922,BWC-S,F3.RS,10/10/1996 0:00:00,584195,4912195,1,819,86.512388809800001
5810,212009,TWZ,M796.9N,10/18/2010 0:00:00,531031,4939825,1,1175,39.806973667800001
5811,212085,TWZ,M556.3A,10/19/1990 0:00:00,712765,4681163,NA,3097,510.053134963999980
5812,212117,MCB-W,M760.9W,10/6/1997 0:00:00,576050,4915600,0,447,56.091888704900001
5813,212134,BWC-S,F6.RS,9/19/2001 0:00:00,580745,4911945,0,811,144.921453692000000
5814,212173,IMP-S,F14.RS,6/16/1999 0:00:00,738525,4649885,1,3476,46.389106071900002
5815,212177,BWC-S,F9.RS,10/19/1994 0:00:00,640270,4838050,1,2818,172.134686284999990
5816,212178,BWC-S,F25A.RS,6/17/1996 0:00:00,643170,4846750,0,2379,70.585426735200002
5817,212233,BWC-S,F2.RS,6/23/2015 0:00:00,572145,4918245,0,226,144.354600678000000
5818,212272,BWC-S,F8.RS,9/5/2006 0:00:00,640920,4840350,0,2823,85.064246234400002
5819,212298,SCB,D6.RS,9/19/1996 0:00:00,643520,4846400,1,2370,54.801478660699999
5820,212314,MCB-U,D2.RS,9/30/1993 0:00:00,728225,4671935,1,3734,61.423973373000003
5821,212354,BWC-S,D7.RS,9/26/2007 0:00:00,737375,4657185,0,3195,53.110766083000001
5822,212355,BWC-S,D19.RS,9/20/2004 0:00:00,584095,4909395,0,40,84.910732069999995
5823,212356,MCB-U,D3.RS,8/25/1999 0:00:00,641370,4847400,1,2744,50.617142617799999
5824,212393,SCB,D3.RS,6/27/2001 0:00:00,734825,4657535,1,4065,118.025297288999990
5825,212408,BWC-S,D24.RS,6/29/2001 0:00:00,539595,4934445,1,1082,7.607932487380000
5826,212419,SCB,D9.RS,9/19/1996 0:00:00,530945,4939345,NA,1440,11.206147354900001
5827,212465,MCB-U,D1.RS,7/22/2014 0:00:00,531595,4939895,1,1444,13.232555179900000
5828,212487,BWC-S,F8A.RS,7/16/2012 0:00:00,716575,4678285,1,3840,11.385715701800001
5829,212534,BWC-S,F37A.RS,7/7/2011 0:00:00,730225,4668685,1,4716,25.504814451900000
5830,212623,BWC-S,F36A.RS,10/26/2015 0:00:00,727375,4669835,1,4714,74.234877362500001
5831,212734,IMP-S,D22.RS,9/18/2017 0:00:00,642920,4837300,0,2697,62.194243850900001
5832,212735,BWC-S,D13.RS,9/9/2008 0:00:00,579445,4917495,0,511,39.499274412600002
5833,212775,MCB-U,D16.RS,10/5/2005 0:00:00,734875,4664035,0,4705,462.639062439999980
5834,212875,BWC-S,D20.RS,7/8/1997 0:00:00,583995,4911095,1,43,39.676490362999999
5835,212926,BWC-S,F13A.RS,8/25/2009 0:00:00,640220,4838950,0,2276,59.869318088500002
5836,212941,IMP-S,F12.RS,10/11/2004 0:00:00,641220,4834450,0,1937,0.000000000000000
5837,212942,TWZ,M796.9M,6/20/1994 0:00:00,531025,4939640,0,1172,29.580331060300001
5838,212945,BWC-S,F7.RS,6/28/2016 0:00:00,641370,4845500,0,2347,24.114887041999999
5839,212967,TWZ,M796.9M,9/19/2011 0:00:00,531164,4939769,0,1172,108.158015873000000
5840,212993,IMP-S,H26A.RS,9/17/2012 0:00:00,641670,4834150,0,2638,25.470614807899999
5841,213017,BWC-S,F6.RS,8/1/2012 0:00:00,584195,4910645,1,1485,50.573405203400000
5842,213039,BWC-S,F14A.RS,8/8/2005 0:00:00,540345,4936445,0,1140,34.104615930199998
5843,213057,SCB,D6.RS,8/24/2005 0:00:00,735875,4654585,0,3490,46.243452983099999
5844,213058,SCB,D13.RS,9/14/2006 0:00:00,581595,4913645,1,835,38.731818262499999
5845,213114,IMP-S,F11.RS,9/22/1997 0:00:00,736625,4651085,0,4266,23.603268754500000
5846,213135,BWC-S,F6.RS,9/28/1993 0:00:00,732875,4668835,0,3659,117.370383950999990
5847,213181,IMP-S,F13.RS,8/23/1995 0:00:00,643420,4838000,0,2008,362.083890633000010
5848,213212,BWC-S,F1.RS,7/17/2017 0:00:00,715975,4679136,0,3408,68.782942535199993
5849,213213,IMP-S,F16.RS,7/25/2017 0:00:00,643470,4832550,0,2691,818.455465128000010
5850,213223,IMP-S,F11.RS,6/17/2014 0:00:00,735875,4651135,1,4265,677.085418299000030
5851,213225,BWC-S,F6.RS,9/24/2009 0:00:00,738325,4659235,0,3540,32.993354003900002
5852,213316,BWC-S,M757.7S,8/5/1992 0:00:00,580485,4914796,0,432,163.910755403000000
5853,213334,IMP-S,F16.RS,6/27/1994 0:00:00,641270,4827800,1,2006,2134.599953490000200
5854,213422,BWC-S,F4.RS,7/6/2009 0:00:00,731975,4667685,0,3641,42.109338078299999
5855,213423,TWZ,M796.9M,7/17/2012 0:00:00,531164,4939769,0,1172,108.158015873000000
5856,213467,BWC-S,F40A.RS,7/10/2017 0:00:00,734225,4668235,1,3270,211.073499344000000
5857,213479,BWC-S,F8.RS,7/30/2001 0:00:00,726825,4671035,0,4720,42.928251258000003
5858,213683,IMP-S,F13.RS,9/10/2001 0:00:00,643320,4836950,0,2036,82.238132444000001
5859,213794,IMP-O,M525.5C,11/13/1991 0:00:00,733769,4645596,NA,3441,187.168281779000010
5860,213925,MCB-W,M551.9C,8/25/2005 0:00:00,717798,4675927,0,3011,68.856194361500002
5861,213976,BWC-S,F82A.RS,9/27/2001 0:00:00,728525,4670385,0,3695,31.351858063300000
5862,214027,BWC-S,D18.RS,8/21/2000 0:00:00,581145,4910895,0,801,19.457308418099998
5863,214028,MCB-W,M551.8C,8/1/1996 0:00:00,718294,4676082,0,3822,58.967103424100003
5864,214115,MCB-U,M526.0F,9/24/1990 0:00:00,735682,4647314,NA,2976,1183.765099270000100
5865,214125,BWC-S,D19.RS,8/17/1995 0:00:00,638920,4838100,0,2671,28.014513285000000
5866,214126,SCB,D9.RS,7/2/1997 0:00:00,643420,4846650,1,2379,34.865003858199998
5867,214194,BWC-S,D18.RS,6/25/1993 0:00:00,640420,4835750,1,2693,43.273952258000001
5868,214227,SCB,D23.RS,8/2/2001 0:00:00,637320,4856700,1,2534,61.632795835300001
5869,214253,MCB-U,D3.RS,9/22/2009 0:00:00,736425,4653885,1,4173,12.110470012600000
5870,214309,IMP-S,H3A.RS,9/8/2004 0:00:00,643470,4829800,0,1947,260.186187457000020
5871,214369,BWC-S,M692.7R,6/27/1990 0:00:00,642904,4844961,NA,2333,15.877699698100001
5872,214394,BWC-S,F29A.RS,9/8/2014 0:00:00,727375,4669985,1,3686,92.336518297300003
5873,214448,BWC-S,M753.5V,6/17/1991 0:00:00,584685,4908850,NA,136,125.702375437000000
5874,214486,BWC-S,F5.RS,9/27/2017 0:00:00,580595,4913745,NA,837,35.671912394800003
5875,214487,IMP-S,F14.RS,8/11/2008 0:00:00,643320,4835700,0,2646,332.092195924000010
5876,214503,MCB-W,M796.7M,7/18/1990 0:00:00,531610,4939625,NA,1172,52.542051957300004
5877,214528,BWC-S,F4.RS,10/9/2002 0:00:00,641120,4839400,0,1940,659.082539787999960
5878,214537,BWC-S,F31A.RS,8/19/2015 0:00:00,579545,4916445,0,193,68.360538873300001
5879,214556,BWC-S,F4.RS,8/26/2008 0:00:00,641220,4842300,0,2069,9.409641841630000
5880,214581,IMP-S,F11.RS,6/29/1993 0:00:00,642920,4834350,0,2257,205.057062132000000
5881,214582,BWC-S,F4.RS,8/2/1994 0:00:00,723925,4674135,1,3951,19.743865284799998
5882,214585,TWZ,M796.9N,8/4/2015 0:00:00,531031,4939825,1,1175,39.806973667800001
5883,214626,BWC-S,F10.RS,7/8/2002 0:00:00,639920,4838650,0,2042,39.515272332300000
5884,214627,IMP-S,F12.RS,6/16/2004 0:00:00,733625,4647835,1,4049,28.126417179099999
5885,214691,IMP-S,F13.RS,9/29/2010 0:00:00,641270,4835250,1,2007,7.527776984130000
5886,214788,BWC-S,F9.RS,8/23/2012 0:00:00,737175,4660435,0,4197,62.183786418200000
5887,214789,IMP-S,F14.RS,9/4/2002 0:00:00,641120,4835050,0,2007,33.222099951700002
5888,214790,IMP-S,F11.RS,9/21/2015 0:00:00,733525,4646935,1,4048,164.440099296999990
5889,214822,BWC-S,F1.RS,7/19/2016 0:00:00,719325,4676736,0,3381,118.008554199000000
5890,214835,BWC-S,F2.RS,8/26/2008 0:00:00,641520,4845900,0,2347,144.180509433999990
5891,214853,BWC-S,F2.RS,10/8/2007 0:00:00,573945,4916445,1,1698,14.950306095000000
5892,214865,BWC-S,F7.RS,8/29/2007 0:00:00,641920,4844650,0,1961,217.297151270999990
5893,214911,BWC-S,F7.RS,7/26/1999 0:00:00,643120,4842150,0,2060,24.391993059099999
5894,214933,TWZ,M796.9N,7/31/2000 0:00:00,531001,4939807,1,1443,35.352544457199997
5895,214955,BWC-S,F5.RS,9/20/2000 0:00:00,579545,4917495,0,511,17.514947305400000
5896,214956,BWC-S,M692.7R,7/5/1995 0:00:00,642904,4844961,1,2333,15.877699698100001
5897,215002,BWC-S,F5.RS,8/22/1994 0:00:00,583995,4911245,1,388,69.967153489200001
5898,215008,IMP-S,F14.RS,8/24/2009 0:00:00,642270,4827050,0,2585,1113.099624689999900
5899,215013,BWC-S,F7.RS,10/18/2005 0:00:00,643570,4841550,0,2831,141.165867693000000
5900,215017,TWZ,M702.2C,10/29/1990 0:00:00,636418,4858054,NA,2560,40.196156057800003
