FID,Field1,stratum,lcode,sdate,utm_e,utm_n,snag,NEAR_FID,NEAR_DIST
1791,62200,BWC-S,D13.RS,9/12/2005 0:00:00,727075,4670085,0,3686,72.870626363400007
1792,62470,BWC-S,M701.4,10/21/1992 0:00:00,639027,4856771,0,2543,8.404162503409999
1793,62524,MCB-W,M796.7M,6/28/1995 0:00:00,531610,4939625,0,1172,52.542051957300004
1794,62567,BWC-S,F11.RS,10/10/1995 0:00:00,639270,4842350,0,2071,156.945525183999990
1795,62631,BWC-S,F4.RS,10/12/1995 0:00:00,643570,4845250,0,2118,109.627505508000000
1796,62637,BWC-S,F7.RS,8/6/1997 0:00:00,643470,4841250,0,2285,250.889023189000000
1797,62638,BWC-S,F6.RS,8/19/2013 0:00:00,584295,4909195,1,40,311.833691919999980
1798,62649,IMP-S,F13.RS,6/23/2015 0:00:00,643370,4836000,0,2033,51.248928081599999
1799,62667,TWZ,M796.9N,9/25/2006 0:00:00,531031,4939869,1,1175,0.000000000000000
1800,62719,BWC-S,F1.RS,6/29/2009 0:00:00,541845,4936045,0,1617,19.877077407000002
1801,62720,BWC-S,F5.RS,6/24/2010 0:00:00,580445,4911045,0,806,28.145038640700001
1802,62721,BWC-S,F1.RS,9/16/2011 0:00:00,714475,4681035,1,4735,27.065970862200000
1803,62730,BWC-S,F5.RS,6/18/2012 0:00:00,642070,4845600,0,2354,255.098407763000010
1804,62746,BWC-S,F77A.RS,9/19/2012 0:00:00,737725,4655285,1,3499,33.883869208199997
1805,62919,BWC-S,F88A.RS,8/3/1995 0:00:00,580895,4912545,1,396,49.692575933100002
1806,62943,BWC-S,F1.RS,6/24/1996 0:00:00,716775,4677885,1,3840,36.956588959400001
1807,62963,BWC-S,F4.RS,8/7/1996 0:00:00,584095,4912245,0,1572,76.650789379800003
1808,63113,BWC-S,D20.RS,8/15/2013 0:00:00,638920,4837249,0,2274,146.134176637000000
1809,63181,BWC-S,F10A.RS,8/29/2005 0:00:00,729875,4668935,1,4716,22.784757152299999
1810,63187,TWZ,M796.9N,8/1/2007 0:00:00,531144,4939869,1,1175,13.803007193799999
1811,63193,BWC-S,F16.RS,10/21/2008 0:00:00,641470,4849800,1,2428,240.677821706000000
1812,63217,BWC-S,F6.RS,9/24/2009 0:00:00,640620,4842250,0,2066,28.062865415600001
1813,63233,BWC-S,F9.RS,7/11/2011 0:00:00,644020,4843600,0,2098,33.873560533700001
1814,63239,BWC-S,F3.RS,8/30/2011 0:00:00,729825,4669635,1,4351,7.525871424500000
1815,63294,BWC-S,F62A.RS,9/15/1998 0:00:00,735125,4655585,1,3504,82.258940166000002
1816,63308,BWC-S,F3.RS,9/23/1998 0:00:00,542495,4933599,0,1900,578.509411691999960
1817,63477,MCB-U,M554.8F,10/11/1991 0:00:00,714669,4679382,NA,3848,75.760781649500004
1818,63509,BWC-O,D22.RS,7/3/1996 0:00:00,581945,4914645,1,314,448.455606513000020
1819,63512,MCB-W,M796.8M,10/14/1993 0:00:00,531445,4939670,0,1172,20.105409224100001
1820,63523,MCB-W,M699.3F,11/1/1993 0:00:00,638819,4854256,0,2684,30.842276938700000
1821,63545,IMP-O,M680.8U,8/10/1990 0:00:00,642444,4828174,NA,1947,1514.897644030000000
1822,63556,MCB-U,M761.6F,9/14/1990 0:00:00,575313,4916589,NA,477,19.292218734599999
1823,63557,BWC-S,D9.RS,9/13/2011 0:00:00,727325,4669885,1,3686,107.395495356000000
1824,63862,IMP-S,D14.RS,10/17/2001 0:00:00,735375,4648535,1,2976,52.112231445900001
1825,63869,SCB,D9.RS,7/7/1999 0:00:00,584245,4910845,0,1485,254.383774931999990
1826,63870,MCB-U,D2.RS,8/15/1995 0:00:00,575645,4916095,1,477,30.726489488300000
1827,63895,BWC-S,D23.RS,8/19/1997 0:00:00,580645,4914645,0,432,122.620883998000000
1828,63922,BWC-O,D18.RS,10/19/1993 0:00:00,580595,4912695,0,409,244.250256443000010
1829,63934,SCB,D10.RS,10/24/1994 0:00:00,642270,4843650,0,2591,368.083149006999970
1830,64040,BWC-S,M701.8C,10/14/1996 0:00:00,636936,4857532,NA,2560,0.000000000000000
1831,64078,BWC-S,F5.RS,7/5/2017 0:00:00,642320,4843700,0,2591,339.802772753000000
1832,64195,IMP-S,F14.RS,9/19/1994 0:00:00,736325,4642635,0,3140,0.000000000000000
1833,64233,BWC-S,F33A.RS,8/8/1996 0:00:00,579795,4912945,0,1689,68.865031940300000
1834,64252,BWC-S,F12.RS,7/30/1998 0:00:00,639320,4841850,1,2054,19.130026771099999
1835,64278,BWC-S,F7.RS,8/15/2001 0:00:00,735375,4652985,1,3176,34.301827017100003
1836,64290,IMP-S,F13.RS,6/18/2002 0:00:00,737025,4651135,1,4164,63.193078626700000
1837,64295,BWC-S,F4.RS,8/16/2017 0:00:00,732825,4663435,0,3610,267.399970849000000
1838,64296,BWC-S,F3.RS,7/8/2002 0:00:00,715275,4680185,1,3094,76.555183630900004
1839,64319,BWC-S,F2.RS,9/29/2008 0:00:00,715675,4679535,0,3417,79.919822700099999
1840,64320,TWZ,M796.9N,8/10/2009 0:00:00,531031,4939825,1,1175,39.806973667800001
1841,64342,BWC-S,F7.RS,9/21/2011 0:00:00,734675,4661385,0,3229,164.550071011000000
1842,64343,BWC-S,F3.RS,6/28/2017 0:00:00,643820,4845600,0,2343,89.444395789599994
1843,64344,IMP-S,F14.RS,7/25/2017 0:00:00,642520,4836750,1,2697,51.516776860800000
1844,64485,BWC-S,F10.RS,7/30/2015 0:00:00,639320,4841750,1,2054,23.352180705199999
1845,64547,BWC-S,F5A.RS,8/21/2017 0:00:00,638870,4856350,0,2538,42.456919119900000
1846,64589,BWC-S,F6.RS,10/25/2017 0:00:00,729725,4669985,1,2978,42.987374117599998
1847,64677,BWC-S,F32A.RS,10/12/1995 0:00:00,643870,4844150,0,2722,112.782264334999990
1848,64738,BWC-S,F3.RS,7/8/1997 0:00:00,715575,4679635,1,3417,119.810315573000000
1849,64799,SCB,D7.RS,7/28/1993 0:00:00,539195,4935395,0,1096,17.237143364300000
1850,64814,SCB,D6.RS,9/30/1994 0:00:00,727925,4672285,0,4723,51.819493019500001
1851,64820,TWZ,M796.9N,9/2/2014 0:00:00,531031,4939825,1,1175,39.806973667800001
1852,64836,BWC-S,M692.7R,9/14/1993 0:00:00,642904,4844961,1,2333,15.877699698100001
1853,64852,IMP-S,F12.RS,8/3/2016 0:00:00,738175,4650585,1,3162,52.578756602299997
1854,64861,BWC-S,M701.8C,7/24/1997 0:00:00,636936,4857532,0,2560,0.000000000000000
1855,64891,MCB-W,M759.0W,6/28/1999 0:00:00,578950,4914200,1,1835,71.888364770400003
1856,64903,BWC-S,F8.RS,7/5/1995 0:00:00,641970,4845550,0,2354,145.962979832999990
1857,64967,BWC-S,F3.RS,6/21/1993 0:00:00,582345,4914845,0,1236,21.076596051199999
1858,64977,BWC-S,F36A.RS,10/18/2004 0:00:00,644170,4841350,0,2011,88.440870028700004
1859,65048,BWC-S,F6.RS,6/13/1995 0:00:00,729825,4669135,1,4716,27.993571795499999
1860,65066,BWC-S,F22A.RS,6/28/1995 0:00:00,640370,4847300,1,2155,68.208679116300004
1861,65123,BWC-S,M701.8C,10/24/1995 0:00:00,636936,4857532,0,2560,0.000000000000000
1862,65132,BWC-S,F6A.RS,10/2/2001 0:00:00,715675,4680335,0,3857,22.206023942400002
1863,65294,BWC-S,F1.RS,8/6/2014 0:00:00,636570,4857000,0,2540,375.505777502999990
1864,65305,BWC-S,M692.7R,6/16/1997 0:00:00,642904,4844961,1,2333,15.877699698100001
1865,65351,IMP-S,F16.RS,9/28/2015 0:00:00,643170,4827400,0,2585,985.664867254999990
1866,65352,MCB-W,M796.8M,6/22/1998 0:00:00,531445,4939670,0,1172,20.105409224100001
1867,65357,BWC-S,F1.RS,6/26/2001 0:00:00,636920,4857800,0,2560,14.819527987500001
1868,65381,BWC-S,M692.7T,8/9/1989 0:00:00,643550,4845070,NA,2337,20.771936144000001
1869,65456,BWC-S,F83A.RS,9/12/2008 0:00:00,733775,4663785,1,3616,82.391784673600000
1870,65547,BWC-S,D17.RS,10/17/2006 0:00:00,584895,4911295,0,390,43.153983947599997
1871,65548,IMP-S,D20.RS,10/19/1993 0:00:00,643370,4838850,1,2275,60.296159485600000
1872,65582,MCB-U,D1.RS,7/2/2015 0:00:00,638570,4854400,1,2506,31.204189374300000
1873,65609,IMP-S,D25.RS,10/20/1997 0:00:00,641770,4834000,0,2692,15.590861567299999
1874,65613,BWC-S,F54A.RS,6/16/2016 0:00:00,734925,4660985,1,3229,184.873119933999990
1875,65632,SCB,D14.RS,7/25/2017 0:00:00,581745,4912545,1,1450,48.474245531100003
1876,65685,IMP-S,D19.RS,6/30/1994 0:00:00,643420,4836500,0,2587,54.191920416899997
1877,65746,MCB-W,M694.9O,11/6/1990 0:00:00,641688,4847921,0,2412,74.622527046200005
1878,65767,MCB-U,D2.RS,8/18/1995 0:00:00,636970,4856000,0,2524,128.333535046000010
1879,65773,BWC-S,D14.RS,10/19/1993 0:00:00,644120,4842050,0,2712,17.422962633499999
1880,65774,BWC-S,M692.7R,9/13/1994 0:00:00,642904,4844961,1,2333,15.877699698100001
1881,65904,MCB-U,D4.RS,9/21/2015 0:00:00,639520,4838000,1,2938,45.410769214699997
1882,65905,IMP-S,D15.RS,9/16/2005 0:00:00,738475,4649785,1,3475,36.160869422300003
1883,65982,BWC-S,D16.RS,9/5/1996 0:00:00,582845,4913295,1,831,36.393431711399998
1884,66018,BWC-S,M757.5S,8/30/1991 0:00:00,581415,4914110,NA,846,223.638594246999990
1885,66064,IMP-S,D15.RS,8/2/2016 0:00:00,736625,4651085,1,4266,23.603268754500000
1886,66098,MCB-U,B25A.RS,9/12/2016 0:00:00,576045,4915545,1,1584,20.697678042500002
1887,66116,BWC-S,F13A.RS,10/27/2015 0:00:00,719225,4677186,1,3826,61.179138831400003
1888,66134,BWC-S,D20.RS,7/20/2017 0:00:00,640670,4839550,0,2277,535.848581505999960
1889,66203,BWC-S,D18.RS,10/19/2006 0:00:00,581345,4910345,0,793,1.007677637910000
1890,66204,MCB-U,D1.RS,8/31/2007 0:00:00,532445,4938945,0,1434,33.748143460500003
1891,66306,BWC-S,D20.RS,9/28/2012 0:00:00,579595,4915045,0,1691,52.547107694700003
1892,66307,BWC-S,D7.RS,9/4/2014 0:00:00,715925,4679286,0,3015,82.182299205899994
1893,66308,SCB,D9.RS,8/11/2011 0:00:00,640770,4842050,0,2293,183.151653342999990
1894,66309,MCB-W,M536.2V,7/24/2008 0:00:00,734655,4662426,0,3591,229.903053817000000
1895,66318,MCB-U,D21.RS,10/18/2004 0:00:00,532695,4938895,1,1433,30.159475703900000
1896,66344,SCB,D14.RS,9/8/2006 0:00:00,582345,4912145,1,1777,155.824881696000010
1897,66434,IMP-S,H25A.RS,8/28/2017 0:00:00,733775,4646285,0,3466,25.399122565300001
1898,66435,BWC-S,F5.RS,10/8/1997 0:00:00,639670,4848950,1,2188,43.964680211299999
1899,66478,BWC-S,F3.RS,8/19/2013 0:00:00,584645,4911795,0,390,103.637597844000000
1900,66550,TWZ,M796.9M,9/30/2012 0:00:00,531164,4939769,0,1172,108.158015873000000
1901,66658,BWC-S,F6.RS,10/10/2001 0:00:00,639070,4849700,0,2890,58.082454770200002
1902,66690,BWC-S,M536.9M,9/20/1991 0:00:00,733888,4663573,NA,3621,7.974255174200000
1903,66725,IMP-S,F15.RS,9/29/1998 0:00:00,643470,4829250,1,1947,43.641162967500001
1904,66747,BWC-S,F8.RS,8/24/2015 0:00:00,643470,4841400,0,2288,224.192337963999990
1905,66749,IMP-S,F14.RS,9/20/2004 0:00:00,733725,4645735,1,3145,199.441857586000000
1906,66782,BWC-S,F10.RS,6/15/1999 0:00:00,640770,4839900,0,2821,373.943653897999980
1907,66783,IMP-S,F13.RS,7/19/2000 0:00:00,643420,4836750,0,2587,212.958758598000000
1908,66916,BWC-S,F10.RS,8/25/2010 0:00:00,732475,4662785,1,3598,42.984948694800003
1909,66918,BWC-S,F10.RS,9/2/2014 0:00:00,642020,4842250,1,2300,12.647897174800001
1910,66952,BWC-S,F1.RS,8/15/1994 0:00:00,642670,4846200,0,2358,3.478770841530000
1911,66953,MCB-W,M759.9E,10/4/1995 0:00:00,576200,4915800,0,466,92.404784426999996
1912,66954,IMP-S,F15.RS,6/17/2014 0:00:00,642020,4827400,1,2585,1527.577926910000100
1913,66982,TWZ,M796.9N,7/13/1992 0:00:00,531001,4939807,0,1443,35.352544457199997
1914,67011,BWC-S,F4.RS,6/28/2000 0:00:00,641470,4847100,0,2374,73.874756278000007
1915,67042,IMP-S,F12.RS,8/3/2010 0:00:00,735675,4650285,1,4106,53.926753429599998
1916,67043,TWZ,M556.6E,10/19/1990 0:00:00,712960,4681712,NA,3100,106.184672655000000
1917,67081,MCB-U,D4.RS,9/18/2013 0:00:00,640470,4836299,0,1948,0.000000000000000
1918,67096,BWC-S,D19.RS,8/20/2014 0:00:00,579195,4915695,0,1501,237.767973109000000
1919,67140,BWC-S,F32A.RS,10/18/2011 0:00:00,639320,4841850,1,2054,19.130026771099999
1920,67183,MCB-W,M546.2A,8/28/2012 0:00:00,725690,4672349,0,3330,45.522142817400002
1921,67236,BWC-S,D20.RS,8/11/2011 0:00:00,641120,4839600,0,1940,465.168376095999970
1922,67257,MCB-U,D2.RS,7/1/2008 0:00:00,726275,4672235,1,3742,45.499325033399998
1923,67359,BWC-S,F6.RS,10/10/2016 0:00:00,581195,4911245,1,379,3.783907464010000
1924,67367,BWC-S,F1.RS,8/25/1997 0:00:00,715325,4680835,1,3862,67.218086435000004
1925,67373,BWC-S,F4.RS,10/3/1994 0:00:00,718475,4677085,0,3387,9.281499580580000
1926,67522,BWC-S,M701.8H,7/22/1991 0:00:00,638944,4857032,NA,2543,53.398504985199999
1927,67553,BWC-S,F6A.RS,8/26/2013 0:00:00,716875,4677835,1,4732,18.868920292300000
1928,67590,MCB-W,M701.4B,10/25/1989 0:00:00,636936,4857532,NA,2560,0.000000000000000
1929,67592,BWC-S,F77A.RS,9/20/2017 0:00:00,737725,4655385,1,3499,16.413168708400001
1930,67593,MCB-W,M796.7M,8/15/1994 0:00:00,531610,4939625,0,1172,52.542051957300004
1931,67599,IMP-S,F16.RS,8/7/2017 0:00:00,643470,4828700,0,1947,543.415057480999960
1932,67601,BWC-S,F6.RS,6/16/1994 0:00:00,583545,4912795,0,404,9.088662582840000
1933,67602,BWC-S,F3.RS,7/9/2001 0:00:00,579545,4913695,1,841,11.776978125299999
1934,67640,TWZ,M796.9N,8/1/2006 0:00:00,531031,4939869,1,1175,0.000000000000000
1935,67680,SCB,D3.RS,7/19/2007 0:00:00,735175,4659835,1,4144,73.640916515200004
1936,67698,BWC-S,D5.RS,9/21/2001 0:00:00,641720,4841650,1,2676,183.207261280000010
1937,67770,MCB-U,D6.RS,10/9/2015 0:00:00,581245,4912895,0,1787,380.266967641000010
1938,67835,SCB,D7.RS,9/18/2003 0:00:00,538445,4936795,1,1544,98.535602424499999
1939,67879,IMP-S,D16.RS,8/7/2001 0:00:00,733675,4647985,0,3112,19.091091745100002
1940,67912,SCB,D7.RS,8/20/1996 0:00:00,640970,4844250,1,2725,173.008606087999990
1941,67992,BWC-S,M701.8C,10/16/1991 0:00:00,636936,4857532,NA,2560,0.000000000000000
1942,68072,MCB-W,M757.8W,9/9/2010 0:00:00,580322,4913400,0,1848,158.374367615000010
1943,68080,SCB,D12.RS,10/6/2011 0:00:00,642720,4840200,1,2703,590.748154262999950
1944,68142,MCB-U,D4.RS,8/23/2005 0:00:00,736475,4653335,1,3177,77.641734574099999
1945,68157,BWC-S,M692.7R,7/19/1999 0:00:00,642904,4844967,1,2333,19.538172960000001
1946,68165,BWC-S,M758.1U,9/5/1990 0:00:00,581365,4915155,NA,1474,377.692027587999970
1947,68194,IMP-S,H7A.RS,8/1/2007 0:00:00,735275,4650935,1,4265,150.832849500000010
1948,68218,IMP-S,D16.RS,9/25/1998 0:00:00,736675,4650635,0,4333,0.000000000000000
1949,68245,BWC-S,F27A.RS,9/26/2007 0:00:00,641220,4845450,0,2347,35.707453046200001
1950,68312,BWC-S,F5.RS,8/23/2004 0:00:00,640620,4847500,0,2383,5.872913399810000
1951,68318,BWC-S,M536.8,8/10/1992 0:00:00,733252,4663455,1,3607,2.763417318950000
1952,68375,BWC-S,F10.RS,6/24/2010 0:00:00,642070,4841100,0,2674,21.021951710100002
1953,68393,TWZ,M796.9N,7/17/2012 0:00:00,531031,4939825,1,1175,39.806973667800001
1954,68418,BWC-S,F65A.RS,9/23/2002 0:00:00,578545,4916145,1,877,57.483450292400001
1955,68476,BWC-S,F35A.RS,8/30/2005 0:00:00,733375,4662485,1,4704,23.025500743300000
1956,68503,BWC-S,F10.RS,8/18/2016 0:00:00,641420,4840900,0,1950,302.561632626000010
1957,68546,BWC-S,F9.RS,9/21/2016 0:00:00,735325,4660985,1,3578,0.000000000000000
1958,68616,BWC-S,M701.8C,8/23/1990 0:00:00,636936,4857532,NA,2560,0.000000000000000
1959,68655,IMP-S,F11.RS,6/15/2000 0:00:00,738475,4644285,1,4696,250.813456924000010
1960,68709,BWC-S,F5.RS,7/12/2000 0:00:00,643670,4841600,0,2831,35.567823420200000
1961,68739,BWC-S,F20A.RS,10/19/2015 0:00:00,643170,4845150,0,2117,11.793314171700001
1962,68772,BWC-S,M542.5E,9/25/1990 0:00:00,729999,4669388,NA,3670,70.938097017600001
1963,68782,BWC-S,F4.RS,8/1/2016 0:00:00,571495,4918395,1,961,43.820157508599998
1964,68843,IMP-S,F14.RS,9/23/1997 0:00:00,733425,4647335,1,4048,39.153819955800003
1965,68871,BWC-S,M692.7R,9/24/1996 0:00:00,642904,4844961,1,2333,15.877699698100001
1966,68933,BWC-S,M539.5V,7/25/1989 0:00:00,734326,4668152,NA,3648,198.382980771000010
1967,69101,BWC-S,M692.7R,9/1/1999 0:00:00,642904,4844961,1,2333,15.877699698100001
1968,69129,BWC-S,F2.RS,6/21/1994 0:00:00,537395,4935745,0,345,1.413771211390000
1969,69164,BWC-S,F6.RS,9/7/2010 0:00:00,642370,4843950,1,2593,333.720550919999990
1970,69186,BWC-S,F2.RS,9/6/2012 0:00:00,727225,4670185,0,3686,53.674768902399997
1971,69187,BWC-S,M692.7R,10/1/1990 0:00:00,642904,4844961,1,2333,15.877699698100001
1972,69252,MCB-W,M687.8C,8/17/1995 0:00:00,639321,4837644,0,2816,153.334510763000000
1973,69265,SCB,D7.RS,10/22/2015 0:00:00,643220,4845750,1,2127,6.547522017350000
1974,69420,BWC-S,D13.RS,7/15/2010 0:00:00,734475,4667585,1,3640,195.747518670000010
1975,69428,MCB-U,D4.RS,10/10/1997 0:00:00,729825,4671035,1,3709,4.120416319750000
1976,69472,BWC-S,D19.RS,8/4/2015 0:00:00,641520,4842250,0,2069,140.000551841999990
1977,69529,BWC-S,D18.RS,7/25/2012 0:00:00,541845,4936045,0,1617,19.877077407000002
1978,69584,BWC-S,D12.RS,10/26/1999 0:00:00,728475,4670835,1,3305,0.000000000000000
1979,69639,BWC-S,D20.RS,8/21/1995 0:00:00,580495,4916395,0,320,546.814766515999960
1980,69685,BWC-S,D18.RS,9/20/1996 0:00:00,642570,4840900,NA,2285,331.239582056000020
1981,69747,SCB,D5.RS,9/27/1993 0:00:00,737075,4656335,1,3505,84.823318256999997
1982,69764,SCB,D13.RS,10/10/2013 0:00:00,582845,4912845,1,823,90.949022023300003
1983,69810,MCB-U,D4.RS,10/18/2011 0:00:00,640270,4842900,1,2078,54.305721499299999
1984,69858,BWC-S,D21.RS,6/23/2004 0:00:00,580845,4911495,0,809,0.000000000000000
1985,69960,SCB,D23.RS,8/25/2005 0:00:00,641770,4847750,1,2393,76.140725412799995
1986,70022,SCB,D5.RS,10/27/2003 0:00:00,641720,4845350,1,2347,24.570853145699999
1987,70136,BWC-S,F4.RS,10/1/2008 0:00:00,725075,4673435,1,3780,55.366568145800002
1988,70166,BWC-S,F4.RS,6/27/2011 0:00:00,728825,4670285,1,4721,17.046401505799999
1989,70419,IMP-S,H20A.RS,6/22/1994 0:00:00,643479,4832280,1,2691,1085.122351430000000
1990,70438,BWC-S,F5.RS,7/20/2015 0:00:00,643120,4846150,0,2134,86.378824828500001
1991,70590,BWC-S,M701.8C,7/9/1996 0:00:00,636936,4857532,0,2560,0.000000000000000
1992,70631,BWC-S,F3.RS,7/9/1996 0:00:00,734725,4667085,0,4145,44.938587689899997
1993,70648,IMP-S,M679.5,6/22/1992 0:00:00,642668,4825899,1,2585,664.529327158999990
1994,70668,BWC-S,F43A.RS,9/17/1997 0:00:00,643070,4841800,0,2290,36.284044882300002
1995,70788,MCB-U,D3.RS,8/28/1997 0:00:00,734425,4664335,1,4709,7.154411708270000
1996,70829,MCB-W,M687.8C,9/26/1997 0:00:00,639321,4837644,0,2816,153.334510763000000
1997,70913,SCB,D23.RS,9/17/2004 0:00:00,584895,4909345,0,1284,239.061982519000000
1998,70956,MCB-W,M759.9E,7/6/2000 0:00:00,576620,4915400,1,867,72.736433360299998
1999,70961,BWC-S,D17.RS,9/15/2016 0:00:00,643070,4841800,0,2290,36.284044882300002
2000,70962,SCB,D13.RS,7/25/2017 0:00:00,582945,4912545,1,398,86.458815636899999
2001,71000,BWC-S,F47A.RS,8/13/2012 0:00:00,578795,4915545,0,51,45.159656150200000
2002,71061,MCB-W,M691.6,9/25/1992 0:00:00,640839,4843992,0,2725,115.259141434000000
2003,71078,SCB,D1.RS,9/19/2008 0:00:00,639270,4856200,0,2530,0.000000000000000
2004,71203,BWC-S,D11.RS,7/6/1999 0:00:00,725675,4670335,0,3705,72.884529080600004
2005,71212,MCB-U,D6.RS,7/7/1995 0:00:00,586095,4908395,0,1819,482.046325382000020
2006,71249,IMP-O,M680.8,9/24/1992 0:00:00,642340,4828138,1,1947,1614.775601190000100
2007,71253,BWC-S,D14.RS,9/8/2014 0:00:00,638970,4849950,0,2774,10.012593402800000
2008,71278,MCB-U,D4.RS,10/20/2011 0:00:00,544895,4934295,1,1077,50.382755261600003
2009,71315,SCB,D4.RS,8/6/2008 0:00:00,730225,4670985,1,3706,37.847252923699997
2010,71371,BWC-S,F7.RS,7/10/2001 0:00:00,726975,4670285,0,3289,71.025517985799993
2011,71399,BWC-S,F12.RS,8/27/2002 0:00:00,641820,4840600,0,2809,347.978410788000020
2012,71429,BWC-S,F1.RS,6/28/2004 0:00:00,642020,4842200,0,2300,8.469211343010000
2013,71449,IMP-S,F14.RS,8/25/2004 0:00:00,734625,4648335,1,3153,175.580193030000000
2014,71462,BWC-S,M551.6N,8/15/1990 0:00:00,718446,4677202,NA,3830,76.838094241999997
2015,71540,BWC-S,F94A.RS,9/20/2000 0:00:00,580595,4911645,1,811,31.654757525899999
2016,71571,BWC-S,F81A.RS,10/9/2006 0:00:00,734325,4668135,1,3648,206.231339926000000
2017,71609,BWC-S,F91A.RS,10/16/2000 0:00:00,727725,4669835,1,4714,20.060182921100001
2018,71645,MCB-W,M760.5E,7/17/1995 0:00:00,576750,4915300,0,867,78.226585744800005
2019,71655,BWC-S,M701.8,7/13/1992 0:00:00,636936,4857532,0,2560,0.000000000000000
2020,71693,BWC-S,F9.RS,7/8/2002 0:00:00,640670,4839500,1,2277,553.229986273000010
2021,71709,BWC-S,F4.RS,8/15/2002 0:00:00,733375,4662535,1,4704,25.687738848399999
2022,71736,BWC-S,M551.3N,7/19/1990 0:00:00,719457,4676895,NA,4550,69.352251897800002
2023,71860,BWC-S,M787.8L,7/19/1990 0:00:00,541299,4935800,NA,699,50.246001647400000
2024,71900,BWC-S,M551.3N,9/25/1990 0:00:00,719457,4676895,NA,4550,69.352251897800002
2025,71920,BWC-S,F3.RS,6/18/1998 0:00:00,579595,4912945,0,406,11.152297969699999
2026,71945,BWC-S,F3.RS,8/17/2000 0:00:00,642120,4847150,0,2371,47.643347853900003
2027,71946,MCB-W,F2.WD,9/29/1993 0:00:00,577990,4914640,0,1192,55.958780357000002
2028,71947,IMP-S,F13.RS,8/1/2000 0:00:00,643670,4839650,0,1939,207.124957268999990
2029,71970,BWC-S,F3.RS,8/19/2009 0:00:00,642720,4841350,0,2286,150.677918839000000
2030,71993,BWC-S,F56A.RS,6/24/2015 0:00:00,579745,4914895,0,1691,203.209921366000000
2031,72011,BWC-S,F11.RS,9/5/2006 0:00:00,639270,4841350,0,2050,330.460517929999980
2032,72026,BWC-S,D6.RS,7/3/2008 0:00:00,716125,4679935,1,3416,9.325617673989999
2033,72064,BWC-S,F68A.RS,10/29/2002 0:00:00,581645,4915795,1,872,0.000000000000000
2034,72084,SCB,C30A.RS,7/27/2001 0:00:00,640370,4840200,0,2822,57.918580651100001
2035,72131,SCB,C28A.RS,7/17/1995 0:00:00,640220,4841300,1,2046,129.646263964000010
2036,72175,SCB,D7.RS,10/4/1996 0:00:00,582695,4913845,0,1500,138.660515406000000
2037,72182,MCB-U,D6.RS,10/12/1995 0:00:00,585345,4909845,0,1564,18.683795366900000
2038,72221,SCB,D6.RS,10/12/2000 0:00:00,734875,4656685,1,3511,38.830392465599999
2039,72250,IMP-S,D24.RS,8/23/1996 0:00:00,643520,4829100,0,1947,141.188444946000000
2040,72251,IMP-S,D23.RS,6/20/1997 0:00:00,643470,4829800,1,1947,260.186187457000020
2041,72280,BWC-S,D21.RS,9/28/1993 0:00:00,581895,4913445,0,835,4.463548260540000
2042,72313,MCB-W,M796.7M,8/28/1991 0:00:00,531610,4939625,NA,1172,52.542051957300004
2043,72352,MCB-W,M692.7E,9/25/2007 0:00:00,640750,4844970,0,2649,136.484170869000000
2044,72385,MCB-W,M762.4W,10/14/1998 0:00:00,574300,4916800,0,481,150.021941551000000
2045,72431,MCB-W,M702.3C,10/24/2012 0:00:00,636380,4858075,0,2560,52.580144872500000
2046,72514,BWC-S,F7.RS,7/13/2016 0:00:00,733925,4663685,1,3616,5.902943882590000
2047,72608,BWC-S,F8.RS,8/17/1998 0:00:00,643870,4844200,0,2722,134.389544253999990
2048,72693,BWC-S,F6.RS,8/25/2004 0:00:00,641420,4845100,0,2340,34.351021026700003
2049,72711,BWC-S,F9.RS,8/30/2005 0:00:00,729225,4670335,0,4717,21.803351399400000
2050,72712,BWC-S,F73A.RS,7/7/2009 0:00:00,734125,4668435,0,3658,95.686987117699999
2051,72726,BWC-S,F1.RS,8/18/2010 0:00:00,716875,4677635,1,4732,10.705075970099999
2052,72745,IMP-S,F15.RS,9/29/2010 0:00:00,642970,4833550,0,2268,89.877692209800003
2053,72784,BWC-S,F3.RS,10/20/2011 0:00:00,643520,4846550,0,2366,11.393324238500000
2054,72785,TWZ,M702.3,8/20/1992 0:00:00,635988,4857754,0,2552,0.000000000000000
2055,72817,IMP-S,F16.RS,8/19/2013 0:00:00,641570,4827699,0,2585,2064.256448600000100
2056,72829,BWC-S,F10.RS,8/8/2016 0:00:00,737025,4658685,0,3538,5.410749298330000
2057,72830,IMP-S,F14.RS,7/12/2004 0:00:00,639570,4830750,1,2267,227.820552596999990
2058,72855,BWC-S,F2.RS,7/11/2007 0:00:00,733875,4664485,1,4713,20.429531150599999
2059,72871,BWC-S,F26A.RS,7/8/2008 0:00:00,721275,4674035,1,3800,5.796692635770000
2060,72896,BWC-S,F3.RS,10/20/2008 0:00:00,641920,4842450,0,2300,171.267853102999990
2061,72911,BWC-S,F7.RS,8/20/2009 0:00:00,641020,4841200,0,1952,84.378317482000000
