FID,RowID_,stratum,lcode,sdate,utm_e,utm_n,snag
5231,231306,MCB-W,M227.3W,8/29/1995 0:00:00,713145,4304994,0
5232,231352,IMP-S,H21A.RS,9/12/2016 0:00:00,744020,4305885,0
5233,231415,BWC-S,D20.RS,9/16/2009 0:00:00,733420,4310885,0
5234,231416,IMP-S,D24.RS,8/25/1998 0:00:00,744820,4305785,1
5235,231450,BWC-S,F10A.RS,8/27/1998 0:00:00,737720,4309385,1
5236,231464,BWC-S,F4A.RS,10/13/2017 0:00:00,727370,4313685,1
5237,231534,BWC-S,D17.RS,8/12/2010 0:00:00,783750,4497750,1
5238,231620,SCB,I113.0Tb,9/24/2013 0:00:00,743494,4454903,1
5239,231672,BWC-S,D27.RS,9/19/2014 0:00:00,758800,4476350,1
5240,231712,MCB-U,D5.RS,7/12/2011 0:00:00,702720,4311685,1
5241,231732,IMP-S,D9.RS,8/14/2000 0:00:00,746670,4305435,1
5242,231738,MCB-U,D31.RS,9/22/2009 0:00:00,756100,4475500,0
5243,231788,MCB-U,80755.1597,8/9/1996 0:00:00,807545,4159690,1
5244,231808,BWC-S,F38A.RS,7/11/2017 0:00:00,739870,4309135,0
5245,231837,BWC-S,F31A.RS,7/11/2011 0:00:00,739570,4309235,1
5246,231876,BWC-S,F6A.RS,6/26/2003 0:00:00,739370,4309285,1
5247,231906,BWC-S,D17.RS,7/30/2003 0:00:00,733370,4310935,0
5248,231907,SCB,D27.RS,10/13/1998 0:00:00,743450,4453400,1
5249,231940,IMP-S,D22.RS,8/29/2011 0:00:00,745070,4305785,1
5250,231979,BWC-S,D20.RS,9/11/2002 0:00:00,733470,4310735,0
5251,231980,BWC-S,D9.RS,10/6/2000 0:00:00,740520,4309135,1
5252,232041,MCB-U,D29.RS,9/19/2003 0:00:00,755700,4475300,1
5253,232104,BWC-S,D25.RS,8/9/2005 0:00:00,722250,4437000,0
5254,232105,SCB,D13.RS,6/27/2013 0:00:00,777100,4494250,1
5255,232142,MCB-U,D30.RS,10/26/2006 0:00:00,763550,4484400,0
5256,232181,MCB-U,D4.RS,8/27/2007 0:00:00,707820,4304635,1
5257,232199,SCB,D14.RS,6/27/2017 0:00:00,766900,4490650,0
5258,232221,BWC-S,D18.RS,9/30/2013 0:00:00,737320,4309635,0
5259,232251,MCB-U,D4.RS,8/15/2000 0:00:00,820595,4113390,1
5260,232417,BWC-S,F283A.RS,6/26/2008 0:00:00,759500,4481650,1
5261,232483,MCB-U,D32.RS,8/8/2005 0:00:00,738250,4450300,1
5262,232507,BWC-S,F150A.RS,7/13/1995 0:00:00,728900,4444900,0
5263,232567,BWC-S,D19.RS,10/2/1997 0:00:00,736670,4312235,0
5264,232598,MCB-U,D4.RS,10/17/2000 0:00:00,821195,4106290,0
5265,232634,BWC-S,D35.RS,9/22/2008 0:00:00,729550,4444050,0
5266,232732,MCB-U,D32.RS,10/12/2009 0:00:00,748700,4463900,0
5267,232742,SCB,C105A.RS,7/31/2007 0:00:00,809495,4131090,1
5268,232752,BWC-S,F365A.RS,8/10/2005 0:00:00,746100,4459150,0
5269,232773,MCB-U,D17.RS,10/31/1996 0:00:00,720550,4438150,1
5270,232778,BWC-S,D18.RS,8/8/1997 0:00:00,736320,4312435,0
5271,232806,IMP-S,D22.RS,9/14/2015 0:00:00,743820,4306285,0
5272,233077,SCB,D15.RS,7/14/2011 0:00:00,766050,4489850,0
5273,233104,MCB-U,D2.RS,8/3/2000 0:00:00,739250,4452850,0
5274,233198,BWC-S,D17.RS,9/20/2012 0:00:00,734020,4310635,0
5275,233216,SCB,C33A.RS,10/20/1995 0:00:00,766050,4489850,1
5276,233308,MCB-U,D8.RS,8/24/1995 0:00:00,762350,4481650,0
5277,233324,SCB,D19.RS,9/13/1995 0:00:00,768600,4491750,1
5278,233376,MCB-W,M039.9W,10/15/1999 0:00:00,815732,4119119,0
5279,233455,BWC-S,F233A.RS,10/20/1998 0:00:00,745550,4458300,1
5280,233577,IMP-S,D17.RS,7/7/2000 0:00:00,745670,4305585,0
5281,233578,SCB,D15.RS,10/10/2011 0:00:00,743600,4455850,0
5282,233639,SCB,D13.RS,10/10/1995 0:00:00,705770,4306335,0
5283,233699,IMP-S,D24.RS,10/21/2016 0:00:00,746520,4305185,0
5284,233718,SCB,80970.13055,7/12/1996 0:00:00,809695,4130540,0
5285,233719,MCB-W,M227.3W,10/27/1998 0:00:00,713145,4304994,0
5286,233840,MCB-U,D1.RS,8/4/2005 0:00:00,808695,4158040,0
5287,233886,SCB,D12.RS,10/9/2009 0:00:00,743550,4454000,0
5288,233977,SCB,82075.11385,8/8/1997 0:00:00,820745,4113840,1
5289,234121,BWC-S,D30.RS,9/22/2016 0:00:00,757450,4476550,0
5290,234154,MCB-U,D11.RS,8/8/1997 0:00:00,742650,4456100,0
5291,234176,SCB,D10.RS,6/20/2017 0:00:00,815945,4143140,1
5292,234281,BWC-S,D29.RS,9/2/2011 0:00:00,732000,4445050,0
5293,234282,SCB,D14.RS,8/24/2015 0:00:00,750300,4467650,0
5294,234370,BWC-S,D27.RS,7/9/2007 0:00:00,730950,4443500,0
5295,234530,BWC-S,D25.RS,7/14/2000 0:00:00,729700,4444300,1
5296,234569,SCB,D16.RS,10/17/2014 0:00:00,749200,4466000,0
5297,234690,MCB-U,D2.RS,9/18/2013 0:00:00,720970,4316235,0
5298,234748,MCB-U,D2.RS,9/24/2002 0:00:00,762500,4482150,0
5299,234773,MCB-U,D4.RS,10/22/1993 0:00:00,822045,4111640,1
5300,234844,SCB,D10.RS,10/5/1999 0:00:00,704670,4308235,1
5301,234950,BWC-S,D20.RS,6/21/2000 0:00:00,724400,4440950,1
5302,234981,MCB-U,D33.RS,8/13/2009 0:00:00,713750,4430400,0
5303,235008,MCB-U,D8.RS,10/10/1995 0:00:00,704870,4309135,0
5304,235046,BWC-S,F36A.RS,9/12/2012 0:00:00,740320,4309085,1
5305,235163,SCB,D11.RS,10/1/2012 0:00:00,734320,4312135,1
5306,235187,MCB-U,D9.RS,9/8/1998 0:00:00,766600,4490350,0
5307,235245,MCB-U,81705.1175,7/26/1996 0:00:00,817045,4117490,1
5308,235313,MCB-U,D9.RS,9/20/1996 0:00:00,758650,4479050,1
5309,235317,IMP-S,D23.RS,9/20/1993 0:00:00,743820,4306335,0
5310,235344,IMP-S,D24.RS,6/27/1994 0:00:00,745770,4306235,0
5311,235369,MCB-U,B34A.RS,8/19/1994 0:00:00,823390,4104764,0
5312,235422,MCB-U,B16A.RS,6/15/1995 0:00:00,758950,4479300,0
5313,235452,MCB-U,D7.RS,9/21/2006 0:00:00,717350,4431750,1
5314,235473,BWC-S,F85A.RS,8/16/2006 0:00:00,739100,4447700,1
5315,235487,SCB,C140A.RS,10/29/2006 0:00:00,822745,4105590,1
5316,235552,BWC-S,F416A.RS,7/29/1999 0:00:00,746550,4458950,1
5317,235619,BWC-S,D16.RS,7/19/2016 0:00:00,727270,4313635,0
5318,235620,BWC-S,D34.RS,8/22/2016 0:00:00,723100,4439900,0
5319,235626,BWC-S,F207A.RS,8/9/2004 0:00:00,719600,4433300,1
5320,235738,SCB,D20.RS,7/14/1995 0:00:00,715500,4431000,0
5321,235739,BWC-S,F302A.RS,6/21/2016 0:00:00,722100,4438050,1
5322,235786,SCB,I113.0T,10/13/2004 0:00:00,743494,4454903,1
5323,235800,SCB,C49A.RS,9/5/2017 0:00:00,708270,4305485,1
5324,235817,MCB-U,M070.2A,8/30/2013 0:00:00,809550,4155708,0
5325,235839,BWC-S,D18.RS,10/24/2014 0:00:00,740020,4309235,1
5326,235846,TRI,HD00.9M,7/12/2012 0:00:00,808024,4127458,0
5327,235860,SCB,D11.RS,9/23/2008 0:00:00,719470,4315885,1
5328,235897,MCB-W,M225.1W,8/24/2007 0:00:00,715436,4308059,1
5329,235952,MCB-U,D3.RS,10/4/2000 0:00:00,816195,4119540,0
5330,235977,MCB-U,D2.RS,8/21/2009 0:00:00,813245,4150840,0
5331,235990,BWC-S,D33.RS,9/10/1997 0:00:00,730450,4446100,0
5332,235991,BWC-S,D4.RS,7/12/1995 0:00:00,731700,4445000,0
5333,235998,BWC-S,F36A.RS,8/13/2013 0:00:00,740070,4309085,0
5334,236091,SCB,D18.RS,10/14/2009 0:00:00,722800,4441450,1
5335,236186,BWC-S,F74A.RS,9/30/2005 0:00:00,750750,4468550,0
5336,236351,MCB-U,B36A.RS,8/19/1994 0:00:00,823845,4104490,1
5337,236385,BWC-S,F86A.RS,6/16/1995 0:00:00,784100,4498850,1
5338,236400,SCB,D13.RS,6/15/2017 0:00:00,811495,4128840,1
5339,236429,SCB,D22.RS,9/19/2017 0:00:00,716850,4431450,1
5340,236465,MCB-W,M235.0W,7/28/2014 0:00:00,703215,4309782,1
5341,236502,TRI,BM00.7S,8/1/2003 0:00:00,808309,4164557,0
5342,236507,MCB-U,D4.RS,9/29/2005 0:00:00,760250,4480250,0
5343,236525,SCB,D15.RS,6/29/2017 0:00:00,818145,4117540,0
5344,236553,SCB,I113.0Ta,8/7/2014 0:00:00,743494,4454903,1
5345,236653,SCB,I113.0Tb,7/20/2015 0:00:00,743494,4454903,1
5346,236673,BWC-S,F33A.RS,9/21/2015 0:00:00,739020,4309485,1
5347,236831,SCB,D11.RS,6/19/2002 0:00:00,715300,4430950,1
5348,236833,SCB,D6.RS,6/16/2000 0:00:00,715650,4431050,1
5349,236851,MCB-U,D1.RS,6/19/2008 0:00:00,757500,4477850,1
5350,236896,MCB-U,D2.RS,7/1/2008 0:00:00,738200,4449300,1
5351,236940,SCB,D9.RS,8/28/2009 0:00:00,807495,4167840,0
5352,236957,MCB-U,D5.RS,8/6/2013 0:00:00,705320,4308584,0
5353,236997,SCB,D10.RS,8/20/2013 0:00:00,815745,4137039,1
5354,237028,SCB,81680.13775,7/11/1997 0:00:00,816795,4137740,1
5355,237068,MCB-U,D7.RS,8/7/1997 0:00:00,744470,4307585,0
5356,237112,BWC-S,D17.RS,7/18/1995 0:00:00,737770,4309485,0
5357,237159,MCB-U,D3.RS,10/20/1997 0:00:00,740220,4310835,0
5358,237226,BWC-S,D32.RS,7/11/2002 0:00:00,746100,4459550,0
5359,237227,SCB,D13.RS,9/16/2002 0:00:00,749150,4466150,0
5360,237250,MCB-U,D2.RS,10/17/2008 0:00:00,816995,4142040,0
5361,237355,BWC-S,F372A.R,8/18/2006 0:00:00,712700,4428450,1
5362,237406,SCB,D13.RS,9/9/2003 0:00:00,729820,4312535,0
5363,237509,SCB,D15.RS,8/5/2016 0:00:00,749850,4467100,1
5364,237533,SCB,D22.RS,8/23/2016 0:00:00,715600,4431050,0
5365,237576,BWC-S,F33A.RS,8/11/2017 0:00:00,740070,4309235,1
5366,237601,BWC-S,D29.RS,9/5/2013 0:00:00,734850,4445449,0
5367,237602,SCB,D10.RS,10/11/2013 0:00:00,809695,4130339,0
5368,237603,SCB,D16.RS,6/19/2012 0:00:00,749250,4465950,0
5369,237619,MCB-U,D3.RS,8/1/2002 0:00:00,741450,4455400,0
5370,237672,BWC-S,D26.RS,7/11/2003 0:00:00,719600,4433400,0
5371,237682,BWC-S,F74A.RS,9/19/2000 0:00:00,756650,4476150,1
5372,237789,IMP-S,D22.RS,10/19/2009 0:00:00,744070,4306635,0
5373,237790,MCB-U,D4.RS,9/8/2003 0:00:00,736450,4447800,1
5374,237833,SCB,D14.RS,9/20/2010 0:00:00,741950,4452700,1
5375,237913,MCB-U,D5.RS,9/22/2011 0:00:00,704220,4309435,0
5376,238001,MCB-U,M070.2A,9/20/1996 0:00:00,809550,4155709,1
5377,238088,TRI,HD00.9M,10/18/2016 0:00:00,808024,4127458,1
5378,238135,MCB-U,D1.RS,8/5/2013 0:00:00,808045,4166940,0
5379,238154,MCB-U,D28.RS,10/20/2004 0:00:00,762400,4482450,0
5380,238170,BWC-S,D29.RS,8/21/2017 0:00:00,728150,4445400,0
5381,238171,IMP-S,D23.RS,9/2/2014 0:00:00,744870,4305785,0
5382,238272,SCB,D10.RS,9/28/2010 0:00:00,704320,4309835,1
5383,238322,BWC-S,D8.RS,10/6/2000 0:00:00,740620,4309185,1
5384,238323,MCB-U,D31.RS,6/28/2004 0:00:00,727350,4446350,1
5385,238373,SCB,D11.RS,8/28/1996 0:00:00,713320,4306185,0
5386,238374,SCB,D18.RS,10/23/2017 0:00:00,741550,4452500,0
5387,238454,MCB-U,D7.RS,8/28/2015 0:00:00,745920,4306885,0
5388,238478,MCB-W,M219.8E,10/4/2005 0:00:00,720101,4314977,0
5389,238613,TWZ,I80.0,9/22/2000 0:00:00,710889,4423794,0
5390,238650,MCB-U,M070.2A,10/21/2004 0:00:00,809550,4155709,0
5391,238676,MCB-U,D1.RS,10/17/2017 0:00:00,782800,4495850,0
5392,238734,BWC-S,D34.RS,6/23/2014 0:00:00,719850,4436450,0
5393,238771,SCB,D26.RS,7/24/1997 0:00:00,743350,4453100,1
5394,238818,SCB,I113.0Tb,10/6/2016 0:00:00,743494,4454903,1
5395,238937,BWC-S,D19.RS,8/29/2003 0:00:00,742720,4306435,1
5396,238979,MCB-U,D16.RS,10/31/2000 0:00:00,730270,4313535,0
5397,239017,MCB-U,D14.RS,8/16/1996 0:00:00,750550,4469350,1
5398,239098,MCB-U,D3.RS,8/13/2010 0:00:00,753500,4474250,1
5399,239110,MCB-W,M041.4E,8/14/2000 0:00:00,815012,4121116,0
5400,239255,IMP-S,D24.RS,9/18/1996 0:00:00,746370,4305285,0
5401,239283,BWC-S,F209A.RS,10/31/1996 0:00:00,746450,4458850,1
5402,239350,MCB-U,D7.RS,8/19/2016 0:00:00,814895,4121340,1
5403,239363,SCB,D12.RS,6/26/2014 0:00:00,716670,4310185,1
5404,239373,SCB,D21.RS,8/8/2013 0:00:00,743450,4453550,0
5405,239394,BWC-S,D21.RS,8/16/2010 0:00:00,730050,4446000,0
5406,239417,MCB-U,D31.RS,10/14/2003 0:00:00,710700,4424200,1
5407,239564,MCB-U,D8.RS,8/12/2015 0:00:00,738250,4450650,1
5408,239580,TRI,HD00.9M,10/21/2010 0:00:00,808024,4127458,0
5409,239684,SCB,D7.RS,8/21/2000 0:00:00,714850,4430750,1
5410,239725,SCB,80760.1686,9/5/1995 0:00:00,807595,4168590,0
5411,239771,MCB-U,D8.RS,10/12/2001 0:00:00,744770,4306985,1
5412,239837,BWC-S,D23.RS,7/5/2001 0:00:00,725450,4444450,0
5413,239838,MCB-U,D11.RS,7/16/1999 0:00:00,759000,4479350,0
5414,239976,BWC-S,F244A.RS,10/25/2000 0:00:00,719800,4433150,1
5415,240048,SCB,D10.RS,9/29/2005 0:00:00,762800,4483250,0
5416,240049,MCB-U,82155.11085,7/18/1997 0:00:00,821545,4110840,1
5417,240072,MCB-U,D34.RS,6/22/2000 0:00:00,738250,4450200,1
5418,240147,MCB-U,D5.RS,6/24/1994 0:00:00,720750,4438300,1
5419,240180,MCB-U,M070.2A,8/30/2016 0:00:00,809550,4155709,0
5420,240200,MCB-U,D18.RS,7/7/2000 0:00:00,744120,4307285,1
5421,240329,SCB,D10.RS,9/16/2014 0:00:00,716970,4309485,1
5422,240347,SCB,D17.RS,8/2/2002 0:00:00,739250,4449400,1
5423,240387,SCB,C156A.RS,8/9/2001 0:00:00,810595,4129540,1
5424,240460,SCB,D12.RS,8/17/2010 0:00:00,741800,4452650,1
5425,240513,SCB,C37A.RS,7/16/2007 0:00:00,704270,4307585,0
5426,240648,MCB-U,D14.RS,10/24/1996 0:00:00,748800,4464050,NA
5427,240711,SCB,D24.RS,8/4/1995 0:00:00,741300,4451950,0
5428,240789,BWC-S,D32.RS,6/24/1999 0:00:00,756200,4475450,1
5429,240814,BWC-S,D31.RS,6/27/1996 0:00:00,731050,4444850,1
5430,240960,TRI,BM00.7S,10/7/2008 0:00:00,808309,4164557,1
5431,240990,MCB-U,D1.RS,9/8/2003 0:00:00,724270,4316085,0
5432,241191,BWC-S,D4.RS,8/10/1995 0:00:00,783900,4499000,0
5433,241215,BWC-S,F286A.RS,8/22/2016 0:00:00,724450,4441200,0
5434,241262,SCB,C97A.RS,10/29/2003 0:00:00,817945,4141990,0
5435,241335,BWC-S,D13.RS,9/1/2005 0:00:00,736170,4310735,0
5436,241336,MCB-U,D1.RS,9/4/1996 0:00:00,702070,4313885,NA
5437,241377,MCB-U,D5.RS,9/8/1993 0:00:00,723750,4444400,1
5438,241387,BWC-S,D20.RS,10/17/1994 0:00:00,737270,4309635,0
5439,241406,SCB,D12.RS,9/21/2010 0:00:00,749500,4466700,0
5440,241432,BWC-S,D30.RS,6/18/2002 0:00:00,784200,4499000,1
5441,241464,MCB-U,D3.RS,6/28/2002 0:00:00,758100,4478500,0
5442,241497,SCB,D8.RS,6/19/2008 0:00:00,766950,4490700,1
5443,241538,BWC-S,F35A.RS,6/19/2009 0:00:00,761450,4478700,1
5444,241562,SCB,D10.RS,9/22/2006 0:00:00,715600,4431050,1
5445,241571,SCB,81745.14075,8/23/1996 0:00:00,817445,4140740,1
5446,241594,SCB,D7.RS,7/21/1994 0:00:00,820145,4115040,1
5447,241595,SCB,D12.RS,6/16/1995 0:00:00,712270,4304135,1
5448,241634,SCB,I113.0Tb,8/19/2009 0:00:00,743494,4454903,1
5449,241708,MCB-U,D32.RS,10/13/2006 0:00:00,750500,4469800,0
5450,241728,MCB-U,81035.1284,7/19/1996 0:00:00,810345,4128390,1
5451,241747,BWC-S,D34.RS,8/16/1995 0:00:00,713000,4429400,1
5452,241785,BWC-S,F308A.RS,9/21/2016 0:00:00,720900,4437950,0
5453,241834,MCB-U,D6.RS,10/19/2017 0:00:00,814545,4122690,0
5454,241868,BWC-S,F27A.RS,10/24/2014 0:00:00,737670,4309485,1
5455,241913,BWC-S,D21.RS,7/1/2010 0:00:00,721350,4438450,1
5456,242012,SCB,D14.RS,8/27/1996 0:00:00,718920,4315085,1
5457,242049,IMP-S,D21.RS,9/5/2007 0:00:00,744570,4305885,0
5458,242096,TWZ,I80.0,9/12/1997 0:00:00,710889,4423794,0
5459,242171,SCB,D11.RS,10/30/2004 0:00:00,817195,4139990,0
5460,242172,MCB-U,D13.RS,10/4/1993 0:00:00,716920,4310185,1
5461,242200,MCB-W,M219.5E,9/1/2015 0:00:00,720516,4315210,0
5462,242214,SCB,D13.RS,8/18/1995 0:00:00,716570,4307635,1
5463,242243,BWC-S,D25.RS,9/20/2016 0:00:00,783700,4500100,1
5464,242298,SCB,I113.0Ta,8/2/2017 0:00:00,743494,4454903,1
5465,242329,BWC-S,D29.RS,7/13/2015 0:00:00,750850,4469200,0
5466,242342,IMP-S,D24.RS,8/10/2012 0:00:00,746570,4305285,0
5467,242378,BWC-S,F213A.RS,8/29/2016 0:00:00,727450,4445500,1
5468,242398,MCB-U,D12.RS,7/11/2017 0:00:00,712300,4428900,1
5469,242428,BWC-S,F272A.RS,8/21/2003 0:00:00,759800,4482500,0
5470,242513,BWC-S,F375A.RS,9/27/2005 0:00:00,722300,4438450,1
5471,242588,SCB,D8.RS,6/16/2010 0:00:00,750200,4467550,1
5472,242668,SCB,D27.RS,8/31/1995 0:00:00,740000,4449800,0
5473,242679,MCB-U,D4.RS,8/22/2017 0:00:00,766550,4490300,1
5474,242715,IMP-S,D23.RS,8/29/2011 0:00:00,745720,4305585,1
5475,242758,IMP-S,D22.RS,9/29/2011 0:00:00,744570,4306285,1
5476,242836,MCB-U,B22A.RS,8/26/2002 0:00:00,743720,4307785,0
5477,242886,BWC-S,D22.RS,8/7/2008 0:00:00,721250,4437400,0
5478,242887,MCB-U,81135.15385,10/10/1997 0:00:00,811345,4153840,1
5479,242917,SCB,C156A.RS,8/28/1998 0:00:00,809845,4130490,1
5480,243044,SCB,D20.RS,10/29/1996 0:00:00,716450,4431250,1
5481,243075,IMP-S,D21.RS,9/17/2013 0:00:00,745820,4306235,0
5482,243155,BWC-S,D20.RS,8/10/2004 0:00:00,742520,4307035,0
5483,243158,BWC-S,D20.RS,7/30/1996 0:00:00,742120,4307785,0
5484,243159,BWC-S,F42A.RS,10/22/2014 0:00:00,742570,4306485,1
5485,243161,BWC-S,F183A.RS,10/25/1999 0:00:00,775250,4494250,0
5486,243374,SCB,D21.RS,6/26/2012 0:00:00,741300,4451950,0
5487,243396,SCB,D14.RS,6/27/2003 0:00:00,717020,4310135,1
5488,243419,BWC-S,D19.RS,8/12/2009 0:00:00,722750,4438950,1
5489,243471,TWZ,I80.0,7/11/1996 0:00:00,710889,4423794,0
5490,243496,TRI,BM00.7S,7/10/2017 0:00:00,808309,4164557,1
5491,243518,MCB-U,D3.RS,8/7/2001 0:00:00,733520,4311285,1
5492,243534,BWC-S,D19.RS,10/10/2007 0:00:00,737820,4309585,1
5493,243628,SCB,D8.RS,10/30/2004 0:00:00,819545,4115840,0
5494,243637,SCB,I113.0Ta,10/10/2011 0:00:00,743494,4454903,1
5495,243681,IMP-S,D21.RS,9/30/1999 0:00:00,744470,4306585,0
5496,243724,BWC-S,D17.RS,10/2/1998 0:00:00,739920,4309235,1
5497,243865,BWC-S,D7.RS,10/6/2000 0:00:00,737970,4309435,1
5498,243959,MCB-U,D2.RS,8/29/2016 0:00:00,814545,4149190,0
5499,244016,SCB,D15.RS,10/4/2016 0:00:00,749350,4466450,0
5500,244069,BWC-S,D36.RS,9/19/2017 0:00:00,713950,4430050,1
5501,244197,BWC-S,D17.RS,8/1/1996 0:00:00,735420,4312585,0
5502,244198,BWC-S,D23.RS,10/3/2003 0:00:00,733350,4444800,0
5503,244199,BWC-S,F15A.RS,7/14/2017 0:00:00,734520,4311035,0
5504,244226,BWC-S,D14.RS,8/31/2006 0:00:00,740320,4309085,1
5505,244305,BWC-S,D15.RS,8/10/2001 0:00:00,729850,4445550,0
5506,244370,BWC-S,D20.RS,6/18/2012 0:00:00,742570,4306985,0
5507,244371,SCB,D22.RS,8/21/1996 0:00:00,749550,4466850,1
5508,244378,SCB,C40A.RS,8/15/2000 0:00:00,750000,4467250,0
5509,244401,MCB-W,M227.5W,9/25/1997 0:00:00,712905,4304950,0
5510,244499,BWC-S,D15.RS,6/15/2010 0:00:00,783750,4497800,1
5511,244674,TWZ,I80.0,7/20/2001 0:00:00,710889,4423794,0
5512,244731,SCB,D9.RS,7/30/2001 0:00:00,715970,4308835,1
5513,244750,SCB,D29.RS,6/26/1997 0:00:00,738800,4449500,1
5514,244961,SCB,D8.RS,8/8/2001 0:00:00,816045,4143890,0
5515,245016,MCB-W,M065.7W,9/13/2006 0:00:00,814186,4149851,0
5516,245042,MCB-U,D8.RS,10/19/1999 0:00:00,749000,4465800,1
5517,245045,MCB-U,D3.RS,7/5/2000 0:00:00,717620,4312135,1
5518,245048,SCB,D17.RS,10/17/2008 0:00:00,741300,4452050,0
5519,245102,SCB,D9.RS,7/16/2007 0:00:00,767950,4491300,0
5520,245119,IMP-S,D23.RS,8/22/1996 0:00:00,746570,4305585,1
5521,245126,BWC-S,D29.RS,9/19/1996 0:00:00,738450,4449200,1
5522,245171,BWC-S,D7.RS,10/31/1996 0:00:00,783850,4499150,NA
5523,245172,MCB-U,D9.RS,6/30/1997 0:00:00,752150,4473750,1
5524,245202,BWC-S,D25.RS,9/19/2007 0:00:00,722500,4438900,1
5525,245283,MCB-U,D9.RS,10/19/2015 0:00:00,736350,4447800,0
5526,245298,BWC-S,D18.RS,6/20/2008 0:00:00,723200,4440050,1
5527,245326,MCB-U,M070.2A,8/11/1994 0:00:00,809550,4155709,1
5528,245371,MCB-U,M070.2A,10/26/2009 0:00:00,809550,4155709,1
5529,245380,SCB,D8.RS,6/22/2001 0:00:00,715500,4431000,1
5530,245409,BWC-S,F1A.RS,10/26/2015 0:00:00,721370,4314685,1
5531,245439,BWC-S,F214A.RS,9/26/1996 0:00:00,745800,4458050,1
5532,245448,BWC-S,D17.RS,7/16/1999 0:00:00,739520,4309335,1
5533,245488,IMP-S,D24.RS,9/2/2005 0:00:00,746570,4305235,1
5534,245527,MCB-U,D1.RS,7/10/2017 0:00:00,806895,4162390,0
5535,245544,SCB,I113.0Tb,8/27/2010 0:00:00,743494,4454903,1
5536,245598,BWC-S,F174A.RS,7/23/2012 0:00:00,745450,4458100,1
5537,245606,MCB-U,D5.RS,10/12/1993 0:00:00,714970,4308785,1
5538,245637,BWC-S,F125A.RS,9/6/2012 0:00:00,755700,4475050,1
5539,245689,MCB-U,D1.RS,10/30/2001 0:00:00,701920,4312535,0
5540,245746,SCB,I113.0T,8/8/2007 0:00:00,743494,4454903,0
5541,245766,MCB-U,D8.RS,9/30/2011 0:00:00,815095,4119890,0
5542,245792,MCB-U,D11.RS,6/16/2014 0:00:00,723000,4442600,1
5543,245934,SCB,D14.RS,10/7/2015 0:00:00,707370,4306185,0
5544,245958,MCB-W,M219.5E,7/23/1998 0:00:00,720516,4315210,0
5545,246000,IMP-S,D24.RS,9/28/1998 0:00:00,746420,4305185,1
5546,246035,BWC-S,D30.RS,8/30/2016 0:00:00,730600,4443200,0
5547,246036,BWC-S,F201A.RS,8/14/2001 0:00:00,722700,4438900,0
5548,246137,SCB,D13.RS,8/14/2014 0:00:00,709520,4304985,0
5549,246173,MCB-U,D31.RS,9/20/2001 0:00:00,765300,4489500,1
5550,246203,MCB-U,D4.RS,8/26/2016 0:00:00,762450,4481850,0
5551,246216,SCB,D12.RS,10/16/2013 0:00:00,810795,4128939,0
5552,246245,SCB,D8.RS,8/18/2003 0:00:00,820295,4114990,0
5553,246246,MCB-U,D2.RS,9/2/2004 0:00:00,819995,4113140,1
5554,246264,SCB,C2A.RS,9/27/2017 0:00:00,767300,4490900,1
5555,246266,BWC-S,D26.RS,8/10/2011 0:00:00,746550,4458950,0
5556,246286,BWC-S,D20.RS,8/26/1996 0:00:00,743070,4306735,0
5557,246307,SCB,D16.RS,9/19/2016 0:00:00,743600,4454000,0
5558,246314,BWC-S,F32A.RS,7/19/2016 0:00:00,738620,4309535,1
5559,246334,BWC-S,D33.RS,7/6/1999 0:00:00,750850,4469200,1
5560,246395,BWC-S,D32.RS,8/28/2014 0:00:00,731450,4443950,0
5561,246419,SCB,D7.RS,8/16/2002 0:00:00,820095,4114940,0
5562,246420,SCB,D5.RS,8/21/2000 0:00:00,715600,4431050,1
5563,246447,SCB,D10.RS,6/15/2001 0:00:00,777500,4494400,1
5564,246468,SCB,D35.RS,7/1/2009 0:00:00,714550,4430700,0
5565,246541,SCB,D11.RS,8/5/2004 0:00:00,749250,4465900,0
5566,246572,SCB,D9.RS,8/18/2014 0:00:00,807795,4168440,0
5567,246621,MCB-U,D5.RS,8/28/2001 0:00:00,705970,4307185,0
5568,246759,SCB,D12.RS,6/21/2004 0:00:00,741350,4451450,1
5569,246855,MCB-U,D1.RS,10/1/1998 0:00:00,809145,4133690,0
5570,246907,SCB,D14.RS,10/2/2003 0:00:00,722650,4440900,1
5571,247020,SCB,I113.0T,7/3/2002 0:00:00,743494,4454903,1
5572,247061,MCB-U,D1.RS,6/15/2003 0:00:00,808645,4169440,0
5573,247062,BWC-S,F328A.RS,9/14/1999 0:00:00,722100,4438000,1
5574,247179,SCB,D36.RS,9/17/2002 0:00:00,743750,4454650,1
5575,247257,SCB,D18.RS,9/23/1999 0:00:00,777450,4494400,0
5576,247258,MCB-W,M219.5E,9/18/2007 0:00:00,720516,4315210,0
5577,247346,IMP-S,H8A.RS,7/7/2000 0:00:00,744470,4305935,0
5578,247353,SCB,D9.RS,8/13/2010 0:00:00,817645,4141390,1
5579,247356,BWC-S,D17.RS,10/26/2015 0:00:00,733020,4310985,0
5580,247376,MCB-U,D3.RS,6/23/1999 0:00:00,814295,4123040,0
5581,247377,BWC-S,D20.RS,10/14/2003 0:00:00,723150,4440300,0
5582,247378,MCB-U,D15.RS,6/28/1996 0:00:00,711400,4425350,1
5583,247397,SCB,D12.RS,9/17/2015 0:00:00,736870,4312385,0
