RowID,stratum,lcode,sdate,utm_e,utm_n,snag
60009,BWC-S,F4.RS,8/29/2011,640470,4849700,1
60030,BWC-S,F10.RS,6/20/1996,733075,4662685,1
60076,IMP-S,F11.RS,6/17/2009,735025,4649635,1
60122,BWC-S,F6A.RS,10/4/1999,716675,4679235,1
60186,BWC-S,M692.7R,9/17/1998,642904,4844961,1
60251,IMP-S,F15.RS,8/18/1994,643470,4833500,0
60252,MCB-W,M696.8I,10/24/1991,639499,4850832,NA
60259,MCB-W,M696.8I,9/11/1991,639499,4850832,NA
60265,BWC-S,F1.RS,7/29/1998,639870,4840350,0
60305,BWC-S,F4.RS,10/5/2004,734825,4661985,0
60306,BWC-S,F1.RS,8/4/1999,641370,4844650,0
60307,BWC-S,F4.RS,6/21/2010,579595,4914545,0
60311,BWC-S,F1.RS,8/12/2013,580145,4915045,0
60323,BWC-S,F2.RS,9/18/2014,539745,4935745,0
60330,BWC-S,F4.RS,9/18/2014,641770,4848850,0
60377,BWC-S,F52A.RS,9/16/2002,585695,4908945,NA
60398,IMP-S,F12.RS,6/21/2016,738225,4650535,1
60411,BWC-S,F3.RS,9/22/1999,643270,4845900,1
60443,BWC-S,F1.RS,7/2/2012,638670,4858200,1
60478,MCB-U,D3.RS,10/27/2003,640920,4845650,1
60521,SCB,D12.RS,8/16/1999,537795,4936995,1
60655,SCB,D12.RS,6/19/2013,639120,4835749,1
60674,BWC-S,D8.RS,7/7/2017,719875,4676586,1
60747,MCB-W,M756.35W,10/25/2010,582646,4912739,0
60748,IMP-S,H33A.RS,9/17/2009,642920,4834200,0
60775,IMP-S,H22A.RS,10/6/2004,640920,4836150,0
60787,BWC-S,F87A.RS,10/27/1994,640470,4839100,1
60814,BWC-O,M788.4H,9/3/1991,540524,4935605,NA
60827,BWC-S,F20A.RS,9/25/2014,545345,4933295,1
60878,MCB-U,D1.RS,10/27/2014,716925,4676386,1
60920,MCB-U,D2.RS,9/10/1997,640620,4849300,1
60930,BWC-O,M757.7V,10/1/1992,581170,4915344,0
60945,BWC-O,D16.RS,9/6/1994,579795,4912195,0
60965,MCB-U,M554.8,9/11/1992,714292,4679890,0
60994,BWC-S,D7.RS,10/28/2016,713775,4681686,1
61058,SCB,D7.RS,10/27/2008,540195,4935995,1
61088,BWC-S,F6.RS,6/20/2016,642870,4847450,0
61119,IMP-S,F11.RS,10/1/1996,735475,4650135,1
61123,BWC-S,F2.RS,10/21/2008,643220,4846650,0
61149,BWC-S,F5.RS,9/26/2011,580545,4916545,0
61160,BWC-S,F3.RS,8/28/2013,721275,4674135,1
61202,IMP-S,F13.RS,9/11/2013,643270,4835499,1
61254,MCB-W,M694.9M,8/15/1990,641034,4848151,0
61277,BWC-S,M788.3G,7/1/1991,540524,4935330,NA
61321,IMP-S,F12.RS,6/30/1993,738375,4650285,1
61346,BWC-S,F2.RS,6/28/2004,643420,4841150,0
61360,BWC-S,F5.RS,8/2/2005,579295,4917345,0
61361,IMP-S,F13.RS,9/21/2004,735625,4650235,1
61375,BWC-S,F9.RS,9/7/2011,643470,4840950,0
61376,BWC-S,F2.RS,6/24/2013,541445,4935244,0
61399,BWC-S,F3.RS,7/17/2001,719175,4676535,0
61416,TWZ,M796.9N,8/5/2013,531031,4939824,1
61430,BWC-S,M536.9M,8/20/1991,733888,4663573,NA
61517,MCB-W,M796.8M,10/8/1991,531445,4939670,NA
61577,BWC-S,F2.RS,9/21/2000,578095,4916995,1
61591,BWC-S,M536.9,6/29/1992,733857,4663547,1
61634,BWC-S,F11.RS,6/28/2017,641970,4840650,0
61635,BWC-S,F15.RS,10/3/2007,642570,4848300,1
61654,BWC-S,F7.RS,6/24/2002,726275,4670685,0
61720,BWC-S,F8.RS,7/12/2000,643320,4840700,0
61754,BWC-S,D10.RS,8/29/2002,735425,4655235,1
61799,SCB,D12.RS,9/8/1998,639220,4835000,1
61871,BWC-S,F13A.RS,10/30/1995,718625,4677235,1
61877,SCB,D11.RS,6/29/2010,585345,4908845,1
61905,MCB-W,M556.1D,8/25/2005,713448,4680913,0
61917,SCB,D8.RS,9/14/1993,585645,4908295,0
61925,SCB,D4.RS,10/11/2010,734875,4667435,1
61963,IMP-S,D24.RS,10/2/2013,642070,4827299,0
61986,MCB-W,M699.3F,7/13/2016,638915,4853828,0
62011,MCB-U,D17.RS,10/22/2001,639870,4853300,0
62064,MCB-U,D5.RS,10/30/2001,579195,4914095,1
62078,IMP-S,D24.RS,9/8/1998,643320,4835900,0
62096,BWC-S,D15.RS,10/21/1993,641770,4840600,0
62097,MCB-W,M550.5L,9/12/1991,719815,4675321,NA
62153,BWC-S,D15.RS,6/18/2015,642970,4846350,0
62176,BWC-S,D13.RS,6/16/2011,737125,4653885,1
62200,BWC-S,D13.RS,9/12/2005,727075,4670085,0
62470,BWC-S,M701.4,10/21/1992,639027,4856771,0
62524,MCB-W,M796.7M,6/28/1995,531610,4939625,0
62567,BWC-S,F11.RS,10/10/1995,639270,4842350,0
62631,BWC-S,F4.RS,10/12/1995,643570,4845250,0
62637,BWC-S,F7.RS,8/6/1997,643470,4841250,0
62638,BWC-S,F6.RS,8/19/2013,584295,4909195,1
62649,IMP-S,F13.RS,6/23/2015,643370,4836000,0
62667,TWZ,M796.9N,9/25/2006,531031,4939869,1
62719,BWC-S,F1.RS,6/29/2009,541845,4936045,0
62720,BWC-S,F5.RS,6/24/2010,580445,4911045,0
62721,BWC-S,F1.RS,9/16/2011,714475,4681035,1
62730,BWC-S,F5.RS,6/18/2012,642070,4845600,0
62746,BWC-S,F77A.RS,9/19/2012,737725,4655285,1
62919,BWC-S,F88A.RS,8/3/1995,580895,4912545,1
62943,BWC-S,F1.RS,6/24/1996,716775,4677885,1
62963,BWC-S,F4.RS,8/7/1996,584095,4912245,0
63113,BWC-S,D20.RS,8/15/2013,638920,4837249,0
63181,BWC-S,F10A.RS,8/29/2005,729875,4668935,1
63187,TWZ,M796.9N,8/1/2007,531144,4939869,1
63193,BWC-S,F16.RS,10/21/2008,641470,4849800,1
63217,BWC-S,F6.RS,9/24/2009,640620,4842250,0
63233,BWC-S,F9.RS,7/11/2011,644020,4843600,0
63239,BWC-S,F3.RS,8/30/2011,729825,4669635,1
63294,BWC-S,F62A.RS,9/15/1998,735125,4655585,1
63308,BWC-S,F3.RS,9/23/1998,542495,4933599,0
63477,MCB-U,M554.8F,10/11/1991,714669,4679382,NA
63509,BWC-O,D22.RS,7/3/1996,581945,4914645,1
63512,MCB-W,M796.8M,10/14/1993,531445,4939670,0
63523,MCB-W,M699.3F,11/1/1993,638819,4854256,0
63545,IMP-O,M680.8U,8/10/1990,642444,4828174,NA
63556,MCB-U,M761.6F,9/14/1990,575313,4916589,NA
63557,BWC-S,D9.RS,9/13/2011,727325,4669885,1
63862,IMP-S,D14.RS,10/17/2001,735375,4648535,1
63869,SCB,D9.RS,7/7/1999,584245,4910845,0
63870,MCB-U,D2.RS,8/15/1995,575645,4916095,1
63895,BWC-S,D23.RS,8/19/1997,580645,4914645,0
63922,BWC-O,D18.RS,10/19/1993,580595,4912695,0
63934,SCB,D10.RS,10/24/1994,642270,4843650,0
64040,BWC-S,M701.8C,10/14/1996,636936,4857532,NA
64078,BWC-S,F5.RS,7/5/2017,642320,4843700,0
64195,IMP-S,F14.RS,9/19/1994,736325,4642635,0
64233,BWC-S,F33A.RS,8/8/1996,579795,4912945,0
64252,BWC-S,F12.RS,7/30/1998,639320,4841850,1
64278,BWC-S,F7.RS,8/15/2001,735375,4652985,1
64290,IMP-S,F13.RS,6/18/2002,737025,4651135,1
64295,BWC-S,F4.RS,8/16/2017,732825,4663435,0
64296,BWC-S,F3.RS,7/8/2002,715275,4680185,1
64319,BWC-S,F2.RS,9/29/2008,715675,4679535,0
64320,TWZ,M796.9N,8/10/2009,531031,4939825,1
64342,BWC-S,F7.RS,9/21/2011,734675,4661385,0
64343,BWC-S,F3.RS,6/28/2017,643820,4845600,0
64344,IMP-S,F14.RS,7/25/2017,642520,4836750,1
64485,BWC-S,F10.RS,7/30/2015,639320,4841750,1
64547,BWC-S,F5A.RS,8/21/2017,638870,4856350,0
64589,BWC-S,F6.RS,10/25/2017,729725,4669985,1
64677,BWC-S,F32A.RS,10/12/1995,643870,4844150,0
64738,BWC-S,F3.RS,7/8/1997,715575,4679635,1
64799,SCB,D7.RS,7/28/1993,539195,4935395,0
64814,SCB,D6.RS,9/30/1994,727925,4672285,0
64820,TWZ,M796.9N,9/2/2014,531031,4939825,1
64836,BWC-S,M692.7R,9/14/1993,642904,4844961,1
64852,IMP-S,F12.RS,8/3/2016,738175,4650585,1
64861,BWC-S,M701.8C,7/24/1997,636936,4857532,0
64891,MCB-W,M759.0W,6/28/1999,578950,4914200,1
64903,BWC-S,F8.RS,7/5/1995,641970,4845550,0
64967,BWC-S,F3.RS,6/21/1993,582345,4914845,0
64977,BWC-S,F36A.RS,10/18/2004,644170,4841350,0
65048,BWC-S,F6.RS,6/13/1995,729825,4669135,1
65066,BWC-S,F22A.RS,6/28/1995,640370,4847300,1
65123,BWC-S,M701.8C,10/24/1995,636936,4857532,0
65132,BWC-S,F6A.RS,10/2/2001,715675,4680335,0
65294,BWC-S,F1.RS,8/6/2014,636570,4857000,0
65305,BWC-S,M692.7R,6/16/1997,642904,4844961,1
65351,IMP-S,F16.RS,9/28/2015,643170,4827400,0
65352,MCB-W,M796.8M,6/22/1998,531445,4939670,0
65357,BWC-S,F1.RS,6/26/2001,636920,4857800,0
65381,BWC-S,M692.7T,8/9/1989,643550,4845070,NA
65456,BWC-S,F83A.RS,9/12/2008,733775,4663785,1
65547,BWC-S,D17.RS,10/17/2006,584895,4911295,0
65548,IMP-S,D20.RS,10/19/1993,643370,4838850,1
65582,MCB-U,D1.RS,7/2/2015,638570,4854400,1
65609,IMP-S,D25.RS,10/20/1997,641770,4834000,0
65613,BWC-S,F54A.RS,6/16/2016,734925,4660985,1
65632,SCB,D14.RS,7/25/2017,581745,4912545,1
65685,IMP-S,D19.RS,6/30/1994,643420,4836500,0
65746,MCB-W,M694.9O,11/6/1990,641688,4847921,0
65767,MCB-U,D2.RS,8/18/1995,636970,4856000,0
65773,BWC-S,D14.RS,10/19/1993,644120,4842050,0
65774,BWC-S,M692.7R,9/13/1994,642904,4844961,1
65904,MCB-U,D4.RS,9/21/2015,639520,4838000,1
65905,IMP-S,D15.RS,9/16/2005,738475,4649785,1
65982,BWC-S,D16.RS,9/5/1996,582845,4913295,1
66018,BWC-S,M757.5S,8/30/1991,581415,4914110,NA
66064,IMP-S,D15.RS,8/2/2016,736625,4651085,1
66098,MCB-U,B25A.RS,9/12/2016,576045,4915545,1
66116,BWC-S,F13A.RS,10/27/2015,719225,4677186,1
66134,BWC-S,D20.RS,7/20/2017,640670,4839550,0
66203,BWC-S,D18.RS,10/19/2006,581345,4910345,0
66204,MCB-U,D1.RS,8/31/2007,532445,4938945,0
66306,BWC-S,D20.RS,9/28/2012,579595,4915045,0
66307,BWC-S,D7.RS,9/4/2014,715925,4679286,0
66308,SCB,D9.RS,8/11/2011,640770,4842050,0
66309,MCB-W,M536.2V,7/24/2008,734655,4662426,0
66318,MCB-U,D21.RS,10/18/2004,532695,4938895,1
66344,SCB,D14.RS,9/8/2006,582345,4912145,1
66434,IMP-S,H25A.RS,8/28/2017,733775,4646285,0
66435,BWC-S,F5.RS,10/8/1997,639670,4848950,1
66478,BWC-S,F3.RS,8/19/2013,584645,4911795,0
66550,TWZ,M796.9M,9/30/2012,531164,4939769,0
66658,BWC-S,F6.RS,10/10/2001,639070,4849700,0
66690,BWC-S,M536.9M,9/20/1991,733888,4663573,NA
66725,IMP-S,F15.RS,9/29/1998,643470,4829250,1
66747,BWC-S,F8.RS,8/24/2015,643470,4841400,0
66749,IMP-S,F14.RS,9/20/2004,733725,4645735,1
66782,BWC-S,F10.RS,6/15/1999,640770,4839900,0
66783,IMP-S,F13.RS,7/19/2000,643420,4836750,0
66916,BWC-S,F10.RS,8/25/2010,732475,4662785,1
66918,BWC-S,F10.RS,9/2/2014,642020,4842250,1
66952,BWC-S,F1.RS,8/15/1994,642670,4846200,0
66953,MCB-W,M759.9E,10/4/1995,576200,4915800,0
66954,IMP-S,F15.RS,6/17/2014,642020,4827400,1
66982,TWZ,M796.9N,7/13/1992,531001,4939807,0
67011,BWC-S,F4.RS,6/28/2000,641470,4847100,0
67042,IMP-S,F12.RS,8/3/2010,735675,4650285,1
67043,TWZ,M556.6E,10/19/1990,712960,4681712,NA
67081,MCB-U,D4.RS,9/18/2013,640470,4836299,0
67096,BWC-S,D19.RS,8/20/2014,579195,4915695,0
67140,BWC-S,F32A.RS,10/18/2011,639320,4841850,1
67183,MCB-W,M546.2A,8/28/2012,725690,4672349,0
67236,BWC-S,D20.RS,8/11/2011,641120,4839600,0
67257,MCB-U,D2.RS,7/1/2008,726275,4672235,1
67359,BWC-S,F6.RS,10/10/2016,581195,4911245,1
67367,BWC-S,F1.RS,8/25/1997,715325,4680835,1
67373,BWC-S,F4.RS,10/3/1994,718475,4677085,0
67522,BWC-S,M701.8H,7/22/1991,638944,4857032,NA
67553,BWC-S,F6A.RS,8/26/2013,716875,4677835,1
67590,MCB-W,M701.4B,10/25/1989,636936,4857532,NA
67592,BWC-S,F77A.RS,9/20/2017,737725,4655385,1
67593,MCB-W,M796.7M,8/15/1994,531610,4939625,0
67599,IMP-S,F16.RS,8/7/2017,643470,4828700,0
67601,BWC-S,F6.RS,6/16/1994,583545,4912795,0
67602,BWC-S,F3.RS,7/9/2001,579545,4913695,1
67640,TWZ,M796.9N,8/1/2006,531031,4939869,1
67680,SCB,D3.RS,7/19/2007,735175,4659835,1
67698,BWC-S,D5.RS,9/21/2001,641720,4841650,1
67770,MCB-U,D6.RS,10/9/2015,581245,4912895,0
67835,SCB,D7.RS,9/18/2003,538445,4936795,1
67879,IMP-S,D16.RS,8/7/2001,733675,4647985,0
67912,SCB,D7.RS,8/20/1996,640970,4844250,1
67992,BWC-S,M701.8C,10/16/1991,636936,4857532,NA
68072,MCB-W,M757.8W,9/9/2010,580322,4913400,0
68080,SCB,D12.RS,10/6/2011,642720,4840200,1
68142,MCB-U,D4.RS,8/23/2005,736475,4653335,1
68157,BWC-S,M692.7R,7/19/1999,642904,4844967,1
68165,BWC-S,M758.1U,9/5/1990,581365,4915155,NA
68194,IMP-S,H7A.RS,8/1/2007,735275,4650935,1
68218,IMP-S,D16.RS,9/25/1998,736675,4650635,0
68245,BWC-S,F27A.RS,9/26/2007,641220,4845450,0
68312,BWC-S,F5.RS,8/23/2004,640620,4847500,0
68318,BWC-S,M536.8,8/10/1992,733252,4663455,1
68375,BWC-S,F10.RS,6/24/2010,642070,4841100,0
68393,TWZ,M796.9N,7/17/2012,531031,4939825,1
68418,BWC-S,F65A.RS,9/23/2002,578545,4916145,1
68476,BWC-S,F35A.RS,8/30/2005,733375,4662485,1
68503,BWC-S,F10.RS,8/18/2016,641420,4840900,0
68546,BWC-S,F9.RS,9/21/2016,735325,4660985,1
68616,BWC-S,M701.8C,8/23/1990,636936,4857532,NA
68655,IMP-S,F11.RS,6/15/2000,738475,4644285,1
68709,BWC-S,F5.RS,7/12/2000,643670,4841600,0
68739,BWC-S,F20A.RS,10/19/2015,643170,4845150,0
68772,BWC-S,M542.5E,9/25/1990,729999,4669388,NA
68782,BWC-S,F4.RS,8/1/2016,571495,4918395,1
68843,IMP-S,F14.RS,9/23/1997,733425,4647335,1
68871,BWC-S,M692.7R,9/24/1996,642904,4844961,1
68933,BWC-S,M539.5V,7/25/1989,734326,4668152,NA
69101,BWC-S,M692.7R,9/1/1999,642904,4844961,1
69129,BWC-S,F2.RS,6/21/1994,537395,4935745,0
69164,BWC-S,F6.RS,9/7/2010,642370,4843950,1
69186,BWC-S,F2.RS,9/6/2012,727225,4670185,0
69187,BWC-S,M692.7R,10/1/1990,642904,4844961,1
69252,MCB-W,M687.8C,8/17/1995,639321,4837644,0
69265,SCB,D7.RS,10/22/2015,643220,4845750,1
69420,BWC-S,D13.RS,7/15/2010,734475,4667585,1
69428,MCB-U,D4.RS,10/10/1997,729825,4671035,1
69472,BWC-S,D19.RS,8/4/2015,641520,4842250,0
69529,BWC-S,D18.RS,7/25/2012,541845,4936045,0
69584,BWC-S,D12.RS,10/26/1999,728475,4670835,1
69639,BWC-S,D20.RS,8/21/1995,580495,4916395,0
69685,BWC-S,D18.RS,9/20/1996,642570,4840900,NA
69747,SCB,D5.RS,9/27/1993,737075,4656335,1
69764,SCB,D13.RS,10/10/2013,582845,4912845,1
69810,MCB-U,D4.RS,10/18/2011,640270,4842900,1
69858,BWC-S,D21.RS,6/23/2004,580845,4911495,0
69960,SCB,D23.RS,8/25/2005,641770,4847750,1
70022,SCB,D5.RS,10/27/2003,641720,4845350,1
70136,BWC-S,F4.RS,10/1/2008,725075,4673435,1
70166,BWC-S,F4.RS,6/27/2011,728825,4670285,1
70419,IMP-S,H20A.RS,6/22/1994,643479,4832280,1
70438,BWC-S,F5.RS,7/20/2015,643120,4846150,0
70590,BWC-S,M701.8C,7/9/1996,636936,4857532,0
70631,BWC-S,F3.RS,7/9/1996,734725,4667085,0
70648,IMP-S,M679.5,6/22/1992,642668,4825899,1
70668,BWC-S,F43A.RS,9/17/1997,643070,4841800,0
70788,MCB-U,D3.RS,8/28/1997,734425,4664335,1
70829,MCB-W,M687.8C,9/26/1997,639321,4837644,0
70913,SCB,D23.RS,9/17/2004,584895,4909345,0
70956,MCB-W,M759.9E,7/6/2000,576620,4915400,1
70961,BWC-S,D17.RS,9/15/2016,643070,4841800,0
70962,SCB,D13.RS,7/25/2017,582945,4912545,1
71000,BWC-S,F47A.RS,8/13/2012,578795,4915545,0
71061,MCB-W,M691.6,9/25/1992,640839,4843992,0
71078,SCB,D1.RS,9/19/2008,639270,4856200,0
71203,BWC-S,D11.RS,7/6/1999,725675,4670335,0
71212,MCB-U,D6.RS,7/7/1995,586095,4908395,0
71249,IMP-O,M680.8,9/24/1992,642340,4828138,1
71253,BWC-S,D14.RS,9/8/2014,638970,4849950,0
71278,MCB-U,D4.RS,10/20/2011,544895,4934295,1
71315,SCB,D4.RS,8/6/2008,730225,4670985,1
71371,BWC-S,F7.RS,7/10/2001,726975,4670285,0
71399,BWC-S,F12.RS,8/27/2002,641820,4840600,0
71429,BWC-S,F1.RS,6/28/2004,642020,4842200,0
71449,IMP-S,F14.RS,8/25/2004,734625,4648335,1
71462,BWC-S,M551.6N,8/15/1990,718446,4677202,NA
71540,BWC-S,F94A.RS,9/20/2000,580595,4911645,1
71571,BWC-S,F81A.RS,10/9/2006,734325,4668135,1
71609,BWC-S,F91A.RS,10/16/2000,727725,4669835,1
71645,MCB-W,M760.5E,7/17/1995,576750,4915300,0
71655,BWC-S,M701.8,7/13/1992,636936,4857532,0
71693,BWC-S,F9.RS,7/8/2002,640670,4839500,1
71709,BWC-S,F4.RS,8/15/2002,733375,4662535,1
71736,BWC-S,M551.3N,7/19/1990,719457,4676895,NA
71860,BWC-S,M787.8L,7/19/1990,541299,4935800,NA
71900,BWC-S,M551.3N,9/25/1990,719457,4676895,NA
71920,BWC-S,F3.RS,6/18/1998,579595,4912945,0
71945,BWC-S,F3.RS,8/17/2000,642120,4847150,0
71946,MCB-W,F2.WD,9/29/1993,577990,4914640,0
71947,IMP-S,F13.RS,8/1/2000,643670,4839650,0
71970,BWC-S,F3.RS,8/19/2009,642720,4841350,0
71993,BWC-S,F56A.RS,6/24/2015,579745,4914895,0
72011,BWC-S,F11.RS,9/5/2006,639270,4841350,0
72026,BWC-S,D6.RS,7/3/2008,716125,4679935,1
72064,BWC-S,F68A.RS,10/29/2002,581645,4915795,1
72084,SCB,C30A.RS,7/27/2001,640370,4840200,0
72131,SCB,C28A.RS,7/17/1995,640220,4841300,1
72175,SCB,D7.RS,10/4/1996,582695,4913845,0
72182,MCB-U,D6.RS,10/12/1995,585345,4909845,0
72221,SCB,D6.RS,10/12/2000,734875,4656685,1
72250,IMP-S,D24.RS,8/23/1996,643520,4829100,0
72251,IMP-S,D23.RS,6/20/1997,643470,4829800,1
72280,BWC-S,D21.RS,9/28/1993,581895,4913445,0
72313,MCB-W,M796.7M,8/28/1991,531610,4939625,NA
72352,MCB-W,M692.7E,9/25/2007,640750,4844970,0
72385,MCB-W,M762.4W,10/14/1998,574300,4916800,0
72431,MCB-W,M702.3C,10/24/2012,636380,4858075,0
72514,BWC-S,F7.RS,7/13/2016,733925,4663685,1
72608,BWC-S,F8.RS,8/17/1998,643870,4844200,0
72693,BWC-S,F6.RS,8/25/2004,641420,4845100,0
72711,BWC-S,F9.RS,8/30/2005,729225,4670335,0
72712,BWC-S,F73A.RS,7/7/2009,734125,4668435,0
72726,BWC-S,F1.RS,8/18/2010,716875,4677635,1
72745,IMP-S,F15.RS,9/29/2010,642970,4833550,0
72784,BWC-S,F3.RS,10/20/2011,643520,4846550,0
72785,TWZ,M702.3,8/20/1992,635988,4857754,0
72817,IMP-S,F16.RS,8/19/2013,641570,4827699,0
72829,BWC-S,F10.RS,8/8/2016,737025,4658685,0
72830,IMP-S,F14.RS,7/12/2004,639570,4830750,1
72855,BWC-S,F2.RS,7/11/2007,733875,4664485,1
72871,BWC-S,F26A.RS,7/8/2008,721275,4674035,1
72896,BWC-S,F3.RS,10/20/2008,641920,4842450,0
72911,BWC-S,F7.RS,8/20/2009,641020,4841200,0
72927,BWC-S,F63A.RS,6/28/2012,732675,4662185,1
73017,BWC-S,F46A.RS,10/19/2015,729275,4669285,1
73184,MCB-W,M530.3L,7/12/2017,736484,4653789,0
73185,IMP-S,D24.RS,7/7/2011,642220,4827100,1
73212,SCB,D5.RS,8/9/2012,638020,4856050,1
73247,SCB,D9.RS,8/16/2005,583145,4913045,1
73266,BWC-S,D22.RS,9/16/1997,643820,4841700,0
73267,MCB-U,D3.RS,9/26/2014,575395,4916495,1
73285,SCB,D7.RS,10/18/2004,538595,4936745,1
73321,BWC-S,D14.RS,8/9/2005,643070,4841700,0
73322,MCB-U,D1.RS,6/29/2004,735875,4657385,1
73372,MCB-W,M700.8A,8/24/1999,637118,4855728,0
73451,SCB,D8.RS,7/9/2002,537095,4936645,1
73466,IMP-S,D18.RS,8/6/2013,736425,4642834,1
73494,BWC-S,D11.RS,8/1/2014,729325,4670135,1
73565,SCB,D13.RS,10/24/2014,581595,4912695,1
73606,BWC-S,D20.RS,7/22/2015,643020,4840200,0
73620,BWC-S,F30A.RS,9/3/2004,582595,4913595,1
73634,IMP-S,D18.RS,10/24/2000,641270,4834450,1
73657,MCB-W,M695.0M,7/16/1999,640968,4848322,0
73693,BWC-S,D16.RS,6/18/1993,580445,4911845,1
73794,IMP-S,F16.RS,9/29/1998,640370,4828900,1
74138,IMP-S,D19.RS,6/29/2010,641070,4834900,0
74143,BWC-S,D14.RS,8/9/2002,639720,4851800,1
74232,MCB-U,D2.RS,10/22/2002,572395,4917995,1
74236,BWC-S,D21.RS,10/10/2000,585245,4909145,0
74237,MCB-U,D1.RS,7/15/2011,713375,4680235,1
74276,IMP-S,D18.RS,8/11/2011,734125,4648335,0
74300,BWC-S,F34A.RS,10/30/1995,718575,4676885,1
74320,MCB-W,M691.6E,8/24/1993,640703,4843283,0
74326,MCB-W,M693.9L,7/17/2013,640672,4846904,0
74359,BWC-S,D8.RS,8/13/2007,733575,4662785,1
74443,BWC-S,D7.RS,10/19/2001,642320,4848200,0
74475,BWC-S,D24.RS,8/21/1998,581195,4911795,0
74495,BWC-S,D26.RS,6/24/1999,638720,4857900,1
74549,IMP-O,M525.5F,8/27/1991,734965,4645539,NA
74557,SCB,M554.0G,9/11/1991,715730,4678142,NA
74579,MCB-U,D6.RS,6/17/2015,575795,4915695,1
74588,MCB-W,M759.45W,8/14/2017,577973,4914580,0
74635,BWC-S,D12.RS,9/8/1997,734075,4668385,1
74667,MCB-U,D3.RS,10/26/1995,734625,4666785,1
74698,MCB-U,D8.RS,9/13/2016,583295,4910695,1
74734,BWC-S,D23.RS,8/15/2011,584245,4911195,1
74751,MCB-W,M546.1A,7/23/2012,725919,4672315,0
74766,SCB,D12.RS,8/17/2009,577645,4915045,1
74812,SCB,D6.RS,8/14/2006,637370,4856650,1
74855,SCB,D4.RS,9/14/2006,642920,4840900,1
74938,BWC-S,D13.RS,10/20/2006,641420,4845600,0
74969,IMP-S,H4A.RS,6/19/2012,736675,4651035,0
74993,BWC-S,F1.RS,7/23/2013,723725,4674235,1
75007,TWZ,M796.9N,7/20/2015,531031,4939825,1
75027,SCB,D15.RS,7/8/1997,584895,4908995,0
75084,BWC-S,D14.RS,6/16/2017,736925,4656335,1
75113,MCB-W,M696.4M,11/7/1989,639933,4850274,0
75115,BWC-S,F4.RS,8/17/1993,579095,4917095,0
75123,BWC-S,F6.RS,6/21/2016,580895,4912245,1
75129,BWC-S,F1.RS,8/3/1998,715425,4680535,1
75162,BWC-S,F9.RS,8/17/1994,734175,4658685,0
75177,BWC-S,F1.RS,10/24/2006,639420,4849650,0
75200,IMP-S,F11.RS,6/27/2007,736125,4652735,1
75222,BWC-S,F2.RS,9/20/2010,715925,4679285,0
75223,TWZ,M702.3C,11/1/1990,636299,4858199,NA
75235,BWC-S,M690.2A,8/15/1991,639243,4841764,NA
75251,BWC-S,F1.RS,8/4/1997,572145,4918245,0
75278,BWC-S,F31A.RS,7/11/2007,733825,4664735,1
75325,BWC-S,F8.RS,10/8/2008,638920,4837850,0
75326,BWC-S,F9.RS,10/14/2010,641120,4839200,0
75367,BWC-S,F7.RS,8/15/2013,733875,4663985,1
75378,BWC-S,F7.RS,8/13/2002,729025,4669885,1
75410,TWZ,M796.9N,10/19/2015,531031,4939825,0
75456,BWC-S,F9.RS,9/30/2002,640320,4841550,0
75471,IMP-S,H24A.RS,8/28/2017,733675,4646435,0
75483,MCB-W,M796.7M,8/11/1997,531610,4939625,0
75503,BWC-S,F57A.RS,8/1/2000,735725,4653985,1
75507,BWC-S,F10.RS,9/25/2014,643520,4841400,0
75541,BWC-S,F3.RS,10/6/2015,716325,4678986,1
75544,IMP-S,F11.RS,8/12/1998,735775,4650985,1
75553,BWC-S,F15A.RS,10/9/2001,638570,4857950,0
75568,BWC-S,F6.RS,9/22/1993,639120,4842000,1
75577,BWC-S,F8.RS,6/29/2017,735325,4656535,0
75578,BWC-S,F3.RS,9/28/1998,713775,4680835,0
75584,BWC-S,F49A.RS,6/30/2011,732525,4662285,1
75601,BWC-S,F11.RS,7/20/2015,641870,4840500,0
75616,BWC-S,M690.2A,9/25/1991,639243,4841764,NA
75715,MCB-W,M796.7M,8/21/1990,531610,4939625,NA
75832,BWC-S,F3A.RS,8/7/2007,737225,4651535,1
75883,IMP-S,D15.RS,9/28/2015,738175,4650735,1
76002,SCB,C33A.RS,6/19/2012,578545,4914095,1
76044,SCB,D12.RS,8/16/2012,641420,4841150,0
76046,BWC-S,D8.RS,10/12/2004,735425,4652935,1
76049,IMP-S,H9A.RS,7/5/2007,735225,4650835,1
76060,IMP-S,H9A.RS,8/19/1998,736625,4651035,1
76100,BWC-S,M788.9F,9/3/1991,539700,4935467,NA
76124,BWC-S,D11.RS,8/7/1998,737325,4657535,1
76211,MCB-U,D2.RS,10/26/2012,723225,4674235,1
76214,MCB-U,D3.RS,9/1/2004,575895,4916295,0
76219,SCB,D6.RS,8/23/2000,736225,4656885,1
76275,BWC-S,D12.RS,8/25/2000,735375,4652435,1
76332,MCB-U,D4.RS,8/11/1999,639770,4838950,1
76367,BWC-S,D7.RS,9/25/1997,716525,4679535,0
76424,MCB-W,M796.8M,8/21/2014,531608,4939614,0
76462,SCB,D5.RS,9/30/2015,638770,4853500,1
76501,UXO,D7.RS,8/11/2010,717075,4678385,0
76502,SCB,D9.RS,6/24/2004,539045,4934945,1
